mes,termino,interes,category
2024-08,rosa,71.5,color
2024-09,rosa,68.8,color
2024-10,rosa,69.0,color
2024-11,rosa,69.5,color
2024-12,rosa,67.4,color
2025-01,rosa,67.5,color
2025-02,rosa,69.25,color
2025-03,rosa,71.6,color
2025-04,rosa,68.25,color
2025-05,rosa,68.25,color
2025-06,rosa,65.8,color
2025-07,rosa,67.0,color
2025-08,rosa,74.2,color
2025-09,rosa,70.5,color
2025-10,rosa,72.0,color
2025-11,rosa,68.8,color
2025-12,rosa,68.25,color
2024-01,marrón,1.0,color
2024-02,marrón,1.0,color
2024-03,marrón,1.0,color
2024-04,marrón,1.0,color
2024-05,marrón,1.0,color
2024-06,marrón,1.0,color
2024-07,marrón,1.0,color
2024-08,marrón,1.0,color
2024-09,marrón,1.0,color
2024-10,marrón,1.0,color
2024-11,marrón,1.0,color
2024-12,marrón,1.0,color
2025-01,marrón,1.0,color
2025-02,marrón,1.0,color
2025-03,marrón,1.0,color
2025-04,marrón,1.0,color
2025-05,marrón,1.0,color
2025-06,marrón,1.0,color
2025-07,marrón,1.0,color
2025-08,marrón,1.0,color
2025-09,marrón,1.0,color
2025-10,marrón,1.0,color
2025-11,marrón,1.2,color
2025-12,marrón,1.0,color
2019-12,negro,52.0,color
2020-01,negro,48.5,color
2020-02,negro,48.25,color
2020-03,negro,48.8,color
2020-04,negro,53.5,color
2020-05,negro,58.2,color
2020-06,negro,57.5,color
2020-07,negro,54.5,color
2020-08,negro,52.8,color
2020-09,negro,50.5,color
2020-10,negro,52.0,color
2020-11,negro,54.6,color
2020-12,negro,54.5,color
2021-01,negro,51.0,color
2021-02,negro,50.25,color
2021-03,negro,50.75,color
2021-04,negro,53.0,color
2021-05,negro,59.8,color
2021-06,negro,57.75,color
2021-07,negro,54.75,color
2021-08,negro,54.2,color
2021-09,negro,50.0,color
2021-10,negro,53.4,color
2021-11,negro,55.75,color
2021-12,negro,54.0,color
2019-12,blanco,36.0,color
2020-01,blanco,33.25,color
2020-02,blanco,34.5,color
2020-03,blanco,33.8,color
2020-04,blanco,38.25,color
2020-05,blanco,40.8,color
2020-06,blanco,40.75,color
2020-07,blanco,39.5,color
2020-08,blanco,38.2,color
2020-09,blanco,40.0,color
2020-10,blanco,37.25,color
2020-11,blanco,39.4,color
2020-12,blanco,38.25,color
2021-01,blanco,38.0,color
2021-02,blanco,39.0,color
2021-03,blanco,38.5,color
2021-04,blanco,41.5,color
2021-05,blanco,40.8,color
2021-06,blanco,39.75,color
2021-07,blanco,40.25,color
2021-08,blanco,39.4,color
2021-09,blanco,39.25,color
2021-10,blanco,38.8,color
2021-11,blanco,39.0,color
2021-12,blanco,40.0,color
2019-12,gris,15.0,color
2020-01,gris,15.75,color
2020-02,gris,14.75,color
2020-03,gris,13.2,color
2020-04,gris,16.0,color
2020-05,gris,17.8,color
2020-06,gris,18.0,color
2020-07,gris,17.5,color
2020-08,gris,16.8,color
2020-09,gris,17.0,color
2020-10,gris,17.0,color
2020-11,gris,18.8,color
2020-12,gris,18.25,color
2021-01,gris,16.8,color
2021-02,gris,17.5,color
2021-03,gris,17.0,color
2021-04,gris,17.5,color
2021-05,gris,16.6,color
2021-06,gris,15.75,color
2021-07,gris,15.75,color
2021-08,gris,16.0,color
2021-09,gris,15.75,color
2021-10,gris,16.2,color
2021-11,gris,17.5,color
2021-12,gris,16.5,color
2019-12,turquesa,2.0,color
2020-01,turquesa,2.0,color
2020-02,turquesa,2.0,color
2020-03,turquesa,1.4,color
2020-04,turquesa,1.75,color
2020-05,turquesa,2.0,color
2020-06,turquesa,2.0,color
2020-07,turquesa,2.0,color
2020-08,turquesa,2.0,color
2020-09,turquesa,2.0,color
2020-10,turquesa,2.0,color
2020-11,turquesa,2.0,color
2020-12,turquesa,2.0,color
2021-01,turquesa,2.0,color
2021-02,turquesa,2.0,color
2021-03,turquesa,2.0,color
2021-04,turquesa,2.0,color
2021-05,turquesa,2.0,color
2021-06,turquesa,2.0,color
2021-07,turquesa,2.0,color
2021-08,turquesa,2.0,color
2021-09,turquesa,2.0,color
2021-10,turquesa,2.0,color
2021-11,turquesa,1.75,color
2021-12,turquesa,2.0,color
2022-01,negro,51.8,color
2022-02,negro,55.0,color
2022-03,negro,56.25,color
2022-04,negro,55.0,color
2022-05,negro,57.0,color
2022-06,negro,59.5,color
2022-07,negro,60.2,color
2022-08,negro,58.0,color
2022-09,negro,55.75,color
2022-10,negro,63.0,color
2022-11,negro,59.75,color
2022-12,negro,56.5,color
2023-01,negro,52.6,color
2023-02,negro,54.0,color
2023-03,negro,54.25,color
2023-04,negro,54.4,color
2023-05,negro,54.0,color
2023-06,negro,54.75,color
2023-07,negro,52.6,color
2023-08,negro,51.5,color
2023-09,negro,52.75,color
2023-10,negro,57.0,color
2023-11,negro,59.0,color
2023-12,negro,56.2,color
2022-01,blanco,44.6,color
2022-02,blanco,50.5,color
2022-03,blanco,43.0,color
2022-04,blanco,43.75,color
2022-05,blanco,45.0,color
2022-06,blanco,45.0,color
2022-07,blanco,45.8,color
2022-08,blanco,43.75,color
2022-09,blanco,43.0,color
2022-10,blanco,42.8,color
2022-11,blanco,43.0,color
2022-12,blanco,42.5,color
2023-01,blanco,40.4,color
2023-02,blanco,50.0,color
2023-03,blanco,41.5,color
2023-04,blanco,42.8,color
2023-05,blanco,43.25,color
2023-06,blanco,44.25,color
2023-07,blanco,43.8,color
2023-08,blanco,42.75,color
2023-09,blanco,40.75,color
2023-10,blanco,41.4,color
2023-11,blanco,45.25,color
2023-12,blanco,50.4,color
2022-01,gris,16.4,color
2022-02,gris,17.25,color
2022-03,gris,16.25,color
2022-04,gris,16.75,color
2022-05,gris,15.2,color
2022-06,gris,15.75,color
2022-07,gris,16.6,color
2022-08,gris,16.5,color
2022-09,gris,16.25,color
2022-10,gris,16.8,color
2022-11,gris,16.75,color
2022-12,gris,16.75,color
2023-01,gris,16.2,color
2023-02,gris,15.75,color
2023-03,gris,15.75,color
2023-04,gris,15.8,color
2023-05,gris,15.75,color
2023-06,gris,15.5,color
2023-07,gris,16.2,color
2023-08,gris,16.25,color
2023-09,gris,16.25,color
2023-10,gris,17.4,color
2023-11,gris,18.5,color
2023-12,gris,18.0,color
2022-01,turquesa,2.0,color
2022-02,turquesa,2.0,color
2022-03,turquesa,2.0,color
2022-04,turquesa,2.0,color
2022-05,turquesa,2.0,color
2022-06,turquesa,2.0,color
2022-07,turquesa,2.0,color
2022-08,turquesa,2.0,color
2022-09,turquesa,2.0,color
2022-10,turquesa,2.0,color
2022-11,turquesa,2.0,color
2022-12,turquesa,2.0,color
2023-01,turquesa,2.0,color
2023-02,turquesa,2.0,color
2023-03,turquesa,2.0,color
2023-04,turquesa,2.0,color
2023-05,turquesa,2.0,color
2023-06,turquesa,2.0,color
2023-07,turquesa,2.0,color
2023-08,turquesa,2.0,color
2023-09,turquesa,2.0,color
2023-10,turquesa,2.0,color
2023-11,turquesa,2.0,color
2023-12,turquesa,2.0,color
2024-01,negro,35.75,color
2024-02,negro,34.75,color
2024-03,negro,35.4,color
2024-04,negro,35.75,color
2024-05,negro,35.75,color
2024-06,negro,35.0,color
2024-07,negro,34.25,color
2024-08,negro,34.5,color
2024-09,negro,35.0,color
2024-10,negro,36.5,color
2024-11,negro,35.75,color
2024-12,negro,36.8,color
2025-01,negro,32.75,color
2025-02,negro,38.25,color
2025-03,negro,34.6,color
2025-04,negro,35.25,color
2025-05,negro,34.75,color
2025-06,negro,34.0,color
2025-07,negro,34.5,color
2025-08,negro,37.0,color
2025-09,negro,35.75,color
2025-10,negro,39.75,color
2025-11,negro,39.6,color
2025-12,negro,37.75,color
2024-01,blanco,57.0,color
2024-02,blanco,47.0,color
2024-03,blanco,30.8,color
2024-04,blanco,30.0,color
2024-05,blanco,31.0,color
2024-06,blanco,29.2,color
2024-07,blanco,30.0,color
2024-08,blanco,28.0,color
2024-09,blanco,28.0,color
2024-10,blanco,28.5,color
2024-11,blanco,30.5,color
2024-12,blanco,32.2,color
2025-01,blanco,28.0,color
2025-02,blanco,28.25,color
2025-03,blanco,32.4,color
2025-04,blanco,30.5,color
2025-05,blanco,30.5,color
2025-06,blanco,29.4,color
2025-07,blanco,30.0,color
2025-08,blanco,30.8,color
2025-09,blanco,31.75,color
2025-10,blanco,31.0,color
2025-11,blanco,32.0,color
2025-12,blanco,32.0,color
2024-01,gris,11.75,color
2024-02,gris,11.25,color
2024-03,gris,11.4,color
2024-04,gris,11.25,color
2024-05,gris,11.0,color
2024-06,gris,11.0,color
2024-07,gris,11.25,color
2024-08,gris,11.75,color
2024-09,gris,11.8,color
2024-10,gris,12.25,color
2024-11,gris,13.25,color
2024-12,gris,13.0,color
2025-01,gris,12.5,color
2025-02,gris,12.0,color
2025-03,gris,12.0,color
2025-04,gris,11.25,color
2025-05,gris,12.0,color
2025-06,gris,11.2,color
2025-07,gris,12.0,color
2025-08,gris,13.0,color
2025-09,gris,12.75,color
2025-10,gris,13.0,color
2025-11,gris,14.0,color
2025-12,gris,13.0,color
2024-01,turquesa,1.0,color
2024-02,turquesa,1.0,color
2024-03,turquesa,1.0,color
2024-04,turquesa,1.0,color
2024-05,turquesa,1.0,color
2024-06,turquesa,1.0,color
2024-07,turquesa,1.0,color
2024-08,turquesa,1.0,color
2024-09,turquesa,1.0,color
2024-10,turquesa,1.0,color
2024-11,turquesa,1.0,color
2024-12,turquesa,1.0,color
2025-01,turquesa,1.0,color
2025-02,turquesa,1.0,color
2025-03,turquesa,1.0,color
2025-04,turquesa,1.0,color
2025-05,turquesa,1.0,color
2025-06,turquesa,1.0,color
2025-07,turquesa,1.0,color
2025-08,turquesa,1.0,color
2025-09,turquesa,1.0,color
2025-10,turquesa,1.0,color
2025-11,turquesa,1.0,color
2025-12,turquesa,1.0,color
2019-12,azul marino,1.0,color
2020-01,azul marino,1.0,color
2020-02,azul marino,1.0,color
2020-03,azul marino,0.6,color
2020-04,azul marino,0.5,color
2020-05,azul marino,1.0,color
2020-06,azul marino,1.0,color
2020-07,azul marino,1.0,color
2020-08,azul marino,1.0,color
2020-09,azul marino,1.0,color
2020-10,azul marino,1.0,color
2020-11,azul marino,1.0,color
2020-12,azul marino,1.0,color
2021-01,azul marino,1.0,color
2021-02,azul marino,1.0,color
2021-03,azul marino,1.0,color
2021-04,azul marino,1.0,color
2021-05,azul marino,1.0,color
2021-06,azul marino,1.0,color
2021-07,azul marino,1.0,color
2021-08,azul marino,1.0,color
2021-09,azul marino,1.0,color
2021-10,azul marino,1.0,color
2021-11,azul marino,1.0,color
2021-12,azul marino,1.0,color
2019-12,burdeos,1.0,color
2020-01,burdeos,1.0,color
2020-02,burdeos,1.0,color
2020-03,burdeos,0.6,color
2020-04,burdeos,0.0,color
2020-05,burdeos,0.0,color
2020-06,burdeos,0.75,color
2020-07,burdeos,1.0,color
2020-08,burdeos,1.0,color
2020-09,burdeos,1.0,color
2020-10,burdeos,1.0,color
2020-11,burdeos,0.8,color
2020-12,burdeos,1.0,color
2021-01,burdeos,1.0,color
2021-02,burdeos,0.25,color
2021-03,burdeos,0.0,color
2021-04,burdeos,0.5,color
2021-05,burdeos,0.2,color
2021-06,burdeos,0.5,color
2021-07,burdeos,1.0,color
2021-08,burdeos,1.0,color
2021-09,burdeos,1.0,color
2021-10,burdeos,1.0,color
2021-11,burdeos,1.0,color
2021-12,burdeos,1.0,color
2019-12,caqui,0.0,color
2020-01,caqui,0.5,color
2020-02,caqui,0.0,color
2020-03,caqui,1.0,color
2020-04,caqui,1.0,color
2020-05,caqui,1.0,color
2020-06,caqui,1.0,color
2020-07,caqui,0.75,color
2020-08,caqui,0.0,color
2020-09,caqui,0.25,color
2020-10,caqui,1.0,color
2020-11,caqui,1.0,color
2020-12,caqui,1.0,color
2021-01,caqui,0.2,color
2021-02,caqui,0.75,color
2021-03,caqui,1.0,color
2021-04,caqui,1.0,color
2021-05,caqui,1.0,color
2021-06,caqui,1.0,color
2021-07,caqui,1.0,color
2021-08,caqui,0.4,color
2021-09,caqui,0.0,color
2021-10,caqui,0.8,color
2021-11,caqui,1.0,color
2021-12,caqui,1.0,color
2019-12,verde oliva,0.0,color
2020-01,verde oliva,0.0,color
2020-02,verde oliva,0.0,color
2020-03,verde oliva,0.0,color
2020-04,verde oliva,0.0,color
2020-05,verde oliva,0.0,color
2020-06,verde oliva,0.0,color
2020-07,verde oliva,0.0,color
2020-08,verde oliva,0.0,color
2020-09,verde oliva,0.0,color
2020-10,verde oliva,0.0,color
2020-11,verde oliva,0.0,color
2020-12,verde oliva,0.0,color
2021-01,verde oliva,0.0,color
2021-02,verde oliva,0.0,color
2021-03,verde oliva,0.0,color
2021-04,verde oliva,0.0,color
2021-05,verde oliva,0.0,color
2021-06,verde oliva,0.0,color
2021-07,verde oliva,0.0,color
2021-08,verde oliva,0.0,color
2021-09,verde oliva,0.0,color
2021-10,verde oliva,0.0,color
2021-11,verde oliva,0.0,color
2021-12,verde oliva,0.0,color
2022-01,azul marino,1.0,color
2022-02,azul marino,1.0,color
2022-03,azul marino,1.0,color
2022-04,azul marino,1.25,color
2022-05,azul marino,1.0,color
2022-06,azul marino,1.0,color
2022-07,azul marino,1.2,color
2022-08,azul marino,1.5,color
2022-09,azul marino,1.25,color
2022-10,azul marino,1.0,color
2022-11,azul marino,1.5,color
2022-12,azul marino,1.25,color
2023-01,azul marino,1.0,color
2023-02,azul marino,1.25,color
2023-03,azul marino,1.25,color
2023-04,azul marino,1.2,color
2023-05,azul marino,1.0,color
2023-06,azul marino,1.25,color
2023-07,azul marino,1.2,color
2023-08,azul marino,1.25,color
2023-09,azul marino,1.0,color
2023-10,azul marino,1.0,color
2023-11,azul marino,2.0,color
2023-12,azul marino,1.4,color
2022-01,burdeos,1.0,color
2022-02,burdeos,1.0,color
2022-03,burdeos,1.0,color
2022-04,burdeos,1.0,color
2022-05,burdeos,1.0,color
2022-06,burdeos,1.0,color
2022-07,burdeos,1.0,color
2022-08,burdeos,1.0,color
2022-09,burdeos,1.0,color
2022-10,burdeos,1.0,color
2022-11,burdeos,1.0,color
2022-12,burdeos,1.0,color
2023-01,burdeos,1.0,color
2023-02,burdeos,1.0,color
2023-03,burdeos,1.0,color
2023-04,burdeos,1.0,color
2023-05,burdeos,1.0,color
2023-06,burdeos,1.0,color
2023-07,burdeos,1.0,color
2023-08,burdeos,1.0,color
2023-09,burdeos,1.0,color
2023-10,burdeos,1.0,color
2023-11,burdeos,1.0,color
2023-12,burdeos,1.0,color
2022-01,caqui,1.0,color
2022-02,caqui,1.0,color
2022-03,caqui,1.0,color
2022-04,caqui,1.0,color
2022-05,caqui,1.0,color
2022-06,caqui,1.0,color
2022-07,caqui,1.0,color
2022-08,caqui,1.0,color
2022-09,caqui,1.0,color
2022-10,caqui,1.0,color
2022-11,caqui,1.0,color
2022-12,caqui,1.0,color
2023-01,caqui,1.0,color
2023-02,caqui,1.0,color
2023-03,caqui,1.0,color
2023-04,caqui,1.0,color
2023-05,caqui,1.0,color
2023-06,caqui,1.0,color
2023-07,caqui,1.0,color
2023-08,caqui,1.0,color
2023-09,caqui,1.0,color
2023-10,caqui,1.0,color
2023-11,caqui,1.0,color
2023-12,caqui,1.0,color
2022-01,verde oliva,0.0,color
2022-02,verde oliva,0.0,color
2022-03,verde oliva,0.0,color
2022-04,verde oliva,0.0,color
2022-05,verde oliva,0.0,color
2022-06,verde oliva,0.0,color
2022-07,verde oliva,0.0,color
2022-08,verde oliva,0.0,color
2022-09,verde oliva,0.0,color
2022-10,verde oliva,0.0,color
2022-11,verde oliva,0.0,color
2022-12,verde oliva,0.0,color
2023-01,verde oliva,0.0,color
2023-02,verde oliva,0.0,color
2023-03,verde oliva,0.0,color
2023-04,verde oliva,0.0,color
2023-05,verde oliva,0.0,color
2023-06,verde oliva,0.25,color
2023-07,verde oliva,0.0,color
2023-08,verde oliva,0.25,color
2023-09,verde oliva,0.5,color
2023-10,verde oliva,1.0,color
2023-11,verde oliva,1.0,color
2023-12,verde oliva,0.4,color
2024-01,azul marino,1.0,color
2024-02,azul marino,1.0,color
2024-03,azul marino,1.0,color
2024-04,azul marino,1.0,color
2024-05,azul marino,1.0,color
2024-06,azul marino,1.0,color
2024-07,azul marino,1.0,color
2024-08,azul marino,1.0,color
2024-09,azul marino,1.0,color
2024-10,azul marino,1.0,color
2024-11,azul marino,1.0,color
2024-12,azul marino,1.0,color
2025-01,azul marino,1.0,color
2025-02,azul marino,1.0,color
2025-03,azul marino,1.0,color
2025-04,azul marino,1.0,color
2025-05,azul marino,1.0,color
2025-06,azul marino,1.0,color
2025-07,azul marino,1.0,color
2025-08,azul marino,1.2,color
2025-09,azul marino,1.0,color
2025-10,azul marino,1.0,color
2025-11,azul marino,1.4,color
2025-12,azul marino,1.25,color
2024-01,burdeos,1.0,color
2024-02,burdeos,1.0,color
2024-03,burdeos,1.0,color
2024-04,burdeos,1.0,color
2024-05,burdeos,0.75,color
2024-06,burdeos,1.0,color
2024-07,burdeos,1.0,color
2024-08,burdeos,1.0,color
2024-09,burdeos,1.0,color
2024-10,burdeos,1.0,color
2024-11,burdeos,1.0,color
2024-12,burdeos,1.0,color
2025-01,burdeos,1.0,color
2025-02,burdeos,1.0,color
2025-03,burdeos,1.0,color
2025-04,burdeos,1.0,color
2025-05,burdeos,0.5,color
2025-06,burdeos,1.0,color
2025-07,burdeos,1.0,color
2025-08,burdeos,1.0,color
2025-09,burdeos,1.0,color
2025-10,burdeos,1.0,color
2025-11,burdeos,1.0,color
2025-12,burdeos,1.0,color
2024-01,caqui,1.0,color
2024-02,caqui,1.0,color
2024-03,caqui,1.0,color
2024-04,caqui,1.0,color
2024-05,caqui,1.0,color
2024-06,caqui,1.0,color
2024-07,caqui,0.75,color
2024-08,caqui,1.0,color
2024-09,caqui,1.0,color
2024-10,caqui,1.0,color
2024-11,caqui,1.0,color
2024-12,caqui,1.0,color
2025-01,caqui,1.0,color
2025-02,caqui,0.75,color
2025-03,caqui,1.0,color
2025-04,caqui,1.0,color
2025-05,caqui,1.0,color
2025-06,caqui,1.0,color
2025-07,caqui,1.0,color
2025-08,caqui,1.0,color
2025-09,caqui,1.0,color
2025-10,caqui,1.0,color
2025-11,caqui,1.0,color
2025-12,caqui,1.0,color
2024-01,verde oliva,0.0,color
2024-02,verde oliva,0.0,color
2024-03,verde oliva,0.0,color
2024-04,verde oliva,0.25,color
2024-05,verde oliva,0.0,color
2024-06,verde oliva,0.2,color
2024-07,verde oliva,0.5,color
2024-08,verde oliva,0.75,color
2024-09,verde oliva,1.0,color
2024-10,verde oliva,1.0,color
2024-11,verde oliva,1.0,color
2024-12,verde oliva,0.4,color
2025-01,verde oliva,1.0,color
2025-02,verde oliva,1.0,color
2025-03,verde oliva,1.0,color
2025-04,verde oliva,1.0,color
2025-05,verde oliva,1.0,color
2025-06,verde oliva,1.0,color
2025-07,verde oliva,1.0,color
2025-08,verde oliva,1.0,color
2025-09,verde oliva,1.0,color
2025-10,verde oliva,1.0,color
2025-11,verde oliva,1.0,color
2025-12,verde oliva,1.0,color
2019-12,bígaro,0.0,color
2020-01,bígaro,0.0,color
2020-02,bígaro,0.0,color
2020-03,bígaro,0.0,color
2020-04,bígaro,0.0,color
2020-05,bígaro,0.0,color
2020-06,bígaro,0.0,color
2020-07,bígaro,0.0,color
2020-08,bígaro,0.0,color
2020-09,bígaro,0.0,color
2020-10,bígaro,0.0,color
2020-11,bígaro,0.0,color
2020-12,bígaro,0.0,color
2021-01,bígaro,0.0,color
2021-02,bígaro,0.0,color
2021-03,bígaro,0.0,color
2021-04,bígaro,0.0,color
2021-05,bígaro,0.0,color
2021-06,bígaro,0.0,color
2021-07,bígaro,0.0,color
2021-08,bígaro,0.0,color
2021-09,bígaro,0.0,color
2021-10,bígaro,0.0,color
2021-11,bígaro,0.0,color
2021-12,bígaro,0.0,color
2019-12,lavanda,1.0,color
2020-01,lavanda,1.75,color
2020-02,lavanda,2.0,color
2020-03,lavanda,2.0,color
2020-04,lavanda,2.75,color
2020-05,lavanda,3.0,color
2020-06,lavanda,3.75,color
2020-07,lavanda,4.0,color
2020-08,lavanda,3.0,color
2020-09,lavanda,2.75,color
2020-10,lavanda,2.0,color
2020-11,lavanda,2.0,color
2020-12,lavanda,2.0,color
2021-01,lavanda,2.0,color
2021-02,lavanda,2.5,color
2021-03,lavanda,3.0,color
2021-04,lavanda,3.0,color
2021-05,lavanda,3.0,color
2021-06,lavanda,3.5,color
2021-07,lavanda,3.75,color
2021-08,lavanda,3.0,color
2021-09,lavanda,2.0,color
2021-10,lavanda,2.0,color
2021-11,lavanda,2.0,color
2021-12,lavanda,2.0,color
2019-12,menta,3.0,color
2020-01,menta,3.0,color
2020-02,menta,3.0,color
2020-03,menta,3.0,color
2020-04,menta,3.75,color
2020-05,menta,4.2,color
2020-06,menta,4.25,color
2020-07,menta,4.0,color
2020-08,menta,3.8,color
2020-09,menta,3.25,color
2020-10,menta,3.25,color
2020-11,menta,3.0,color
2020-12,menta,3.0,color
2021-01,menta,3.0,color
2021-02,menta,3.0,color
2021-03,menta,3.25,color
2021-04,menta,3.5,color
2021-05,menta,4.0,color
2021-06,menta,4.0,color
2021-07,menta,4.0,color
2021-08,menta,3.8,color
2021-09,menta,3.0,color
2021-10,menta,3.0,color
2021-11,menta,3.0,color
2021-12,menta,3.0,color
2019-12,cuero,5.0,material
2020-01,cuero,4.5,material
2020-02,cuero,4.25,material
2020-03,cuero,3.4,material
2020-04,cuero,4.0,material
2020-05,cuero,4.6,material
2020-06,cuero,5.0,material
2020-07,cuero,5.0,material
2020-08,cuero,5.0,material
2020-09,cuero,5.0,material
2020-10,cuero,4.75,material
2020-11,cuero,5.0,material
2020-12,cuero,5.0,material
2021-01,cuero,4.8,material
2021-02,cuero,4.75,material
2021-03,cuero,4.5,material
2021-04,cuero,4.75,material
2021-05,cuero,5.0,material
2021-06,cuero,5.0,material
2021-07,cuero,5.0,material
2021-08,cuero,5.0,material
2021-09,cuero,4.5,material
2021-10,cuero,5.0,material
2021-11,cuero,5.0,material
2021-12,cuero,5.5,material
2022-01,bígaro,0.0,color
2022-02,bígaro,0.0,color
2022-03,bígaro,0.0,color
2022-04,bígaro,0.0,color
2022-05,bígaro,0.0,color
2022-06,bígaro,0.0,color
2022-07,bígaro,0.0,color
2022-08,bígaro,0.0,color
2022-09,bígaro,0.0,color
2022-10,bígaro,0.0,color
2022-11,bígaro,0.0,color
2022-12,bígaro,0.0,color
2023-01,bígaro,0.0,color
2023-02,bígaro,0.0,color
2023-03,bígaro,0.0,color
2023-04,bígaro,0.0,color
2023-05,bígaro,0.0,color
2023-06,bígaro,0.0,color
2023-07,bígaro,0.0,color
2023-08,bígaro,0.0,color
2023-09,bígaro,0.0,color
2023-10,bígaro,0.0,color
2023-11,bígaro,0.0,color
2023-12,bígaro,0.0,color
2022-01,lavanda,2.2,color
2022-02,lavanda,2.75,color
2022-03,lavanda,3.0,color
2022-04,lavanda,3.0,color
2022-05,lavanda,3.0,color
2022-06,lavanda,3.5,color
2022-07,lavanda,3.4,color
2022-08,lavanda,3.0,color
2022-09,lavanda,3.0,color
2022-10,lavanda,2.8,color
2022-11,lavanda,2.5,color
2022-12,lavanda,2.25,color
2023-01,lavanda,2.2,color
2023-02,lavanda,3.0,color
2023-03,lavanda,3.0,color
2023-04,lavanda,3.2,color
2023-05,lavanda,3.0,color
2023-06,lavanda,3.75,color
2023-07,lavanda,3.6,color
2023-08,lavanda,3.0,color
2023-09,lavanda,3.0,color
2023-10,lavanda,2.8,color
2023-11,lavanda,2.25,color
2023-12,lavanda,2.0,color
2022-01,menta,3.2,color
2022-02,menta,3.75,color
2022-03,menta,4.0,color
2022-04,menta,4.0,color
2022-05,menta,4.0,color
2022-06,menta,4.0,color
2022-07,menta,4.0,color
2022-08,menta,4.0,color
2022-09,menta,4.0,color
2022-10,menta,4.2,color
2022-11,menta,3.75,color
2022-12,menta,3.5,color
2023-01,menta,3.8,color
2023-02,menta,3.25,color
2023-03,menta,4.0,color
2023-04,menta,4.0,color
2023-05,menta,4.25,color
2023-06,menta,4.0,color
2023-07,menta,4.0,color
2023-08,menta,4.0,color
2023-09,menta,4.0,color
2023-10,menta,3.6,color
2023-11,menta,3.5,color
2023-12,menta,3.2,color
2022-01,cuero,4.6,material
2022-02,cuero,5.25,material
2022-03,cuero,5.75,material
2022-04,cuero,5.5,material
2022-05,cuero,5.6,material
2022-06,cuero,5.0,material
2022-07,cuero,5.0,material
2022-08,cuero,5.0,material
2022-09,cuero,5.25,material
2022-10,cuero,5.4,material
2022-11,cuero,5.5,material
2022-12,cuero,6.0,material
2023-01,cuero,5.0,material
2023-02,cuero,5.0,material
2023-03,cuero,5.0,material
2023-04,cuero,5.2,material
2023-05,cuero,5.5,material
2023-06,cuero,5.5,material
2023-07,cuero,5.0,material
2023-08,cuero,5.0,material
2023-09,cuero,5.25,material
2023-10,cuero,5.2,material
2023-11,cuero,6.0,material
2023-12,cuero,5.8,material
2024-01,bígaro,0.0,color
2024-02,bígaro,0.0,color
2024-03,bígaro,0.0,color
2024-04,bígaro,0.0,color
2024-05,bígaro,0.0,color
2024-06,bígaro,0.0,color
2024-07,bígaro,0.0,color
2024-08,bígaro,0.0,color
2024-09,bígaro,0.0,color
2024-10,bígaro,0.0,color
2024-11,bígaro,0.0,color
2024-12,bígaro,0.0,color
2025-01,bígaro,0.0,color
2025-02,bígaro,0.0,color
2025-03,bígaro,0.0,color
2025-04,bígaro,0.0,color
2025-05,bígaro,0.0,color
2025-06,bígaro,0.0,color
2025-07,bígaro,0.0,color
2025-08,bígaro,0.0,color
2025-09,bígaro,0.0,color
2025-10,bígaro,0.0,color
2025-11,bígaro,0.0,color
2025-12,bígaro,0.0,color
2024-01,lavanda,2.0,color
2024-02,lavanda,2.0,color
2024-03,lavanda,2.2,color
2024-04,lavanda,2.5,color
2024-05,lavanda,2.5,color
2024-06,lavanda,3.0,color
2024-07,lavanda,2.75,color
2024-08,lavanda,2.0,color
2024-09,lavanda,2.0,color
2024-10,lavanda,2.0,color
2024-11,lavanda,2.0,color
2024-12,lavanda,2.0,color
2025-01,lavanda,2.0,color
2025-02,lavanda,2.0,color
2025-03,lavanda,2.8,color
2025-04,lavanda,3.0,color
2025-05,lavanda,3.0,color
2025-06,lavanda,3.0,color
2025-07,lavanda,2.75,color
2025-08,lavanda,2.6,color
2025-09,lavanda,2.25,color
2025-10,lavanda,2.0,color
2025-11,lavanda,2.2,color
2025-12,lavanda,2.0,color
2024-01,menta,3.0,color
2024-02,menta,3.0,color
2024-03,menta,3.0,color
2024-04,menta,3.0,color
2024-05,menta,3.0,color
2024-06,menta,3.0,color
2024-07,menta,3.0,color
2024-08,menta,3.0,color
2024-09,menta,3.0,color
2024-10,menta,3.0,color
2024-11,menta,3.0,color
2024-12,menta,3.0,color
2025-01,menta,3.0,color
2025-02,menta,3.0,color
2025-03,menta,3.0,color
2025-04,menta,3.0,color
2025-05,menta,3.0,color
2025-06,menta,3.2,color
2025-07,menta,3.0,color
2025-08,menta,3.0,color
2025-09,menta,3.0,color
2025-10,menta,3.0,color
2025-11,menta,3.0,color
2025-12,menta,3.0,color
2024-01,cuero,4.0,material
2024-02,cuero,4.0,material
2024-03,cuero,4.0,material
2024-04,cuero,4.0,material
2024-05,cuero,4.0,material
2024-06,cuero,4.2,material
2024-07,cuero,4.25,material
2024-08,cuero,4.5,material
2024-09,cuero,4.2,material
2024-10,cuero,4.0,material
2024-11,cuero,4.25,material
2024-12,cuero,4.8,material
2025-01,cuero,4.0,material
2025-02,cuero,4.0,material
2025-03,cuero,4.0,material
2025-04,cuero,4.25,material
2025-05,cuero,4.25,material
2025-06,cuero,4.4,material
2025-07,cuero,4.5,material
2025-08,cuero,5.0,material
