mes,termino,interes,category
2023-11,polka dot,1.0,patron
2023-12,polka dot,1.0,patron
2022-01,animal print,1.8,patron
2022-02,animal print,1.5,patron
2022-03,animal print,2.0,patron
2022-04,animal print,1.75,patron
2022-05,animal print,1.4,patron
2022-06,animal print,1.0,patron
2022-07,animal print,1.0,patron
2022-08,animal print,1.0,patron
2022-09,animal print,1.0,patron
2022-10,animal print,1.0,patron
2022-11,animal print,1.0,patron
2022-12,animal print,1.0,patron
2023-01,animal print,1.0,patron
2023-02,animal print,1.0,patron
2023-03,animal print,1.0,patron
2023-04,animal print,1.0,patron
2023-05,animal print,1.0,patron
2023-06,animal print,1.0,patron
2023-07,animal print,1.0,patron
2023-08,animal print,1.0,patron
2023-09,animal print,1.0,patron
2023-10,animal print,1.0,patron
2023-11,animal print,1.0,patron
2023-12,animal print,1.0,patron
2022-01,tie dye,3.0,patron
2022-02,tie dye,3.0,patron
2022-03,tie dye,3.0,patron
2022-04,tie dye,4.0,patron
2022-05,tie dye,4.0,patron
2022-06,tie dye,4.25,patron
2022-07,tie dye,4.0,patron
2022-08,tie dye,3.5,patron
2022-09,tie dye,3.0,patron
2022-10,tie dye,2.8,patron
2022-11,tie dye,2.0,patron
2022-12,tie dye,2.0,patron
2023-01,tie dye,2.0,patron
2023-02,tie dye,2.25,patron
2023-03,tie dye,2.75,patron
2023-04,tie dye,3.0,patron
2023-05,tie dye,3.0,patron
2023-06,tie dye,3.0,patron
2023-07,tie dye,3.0,patron
2023-08,tie dye,2.75,patron
2023-09,tie dye,2.0,patron
2023-10,tie dye,2.0,patron
2023-11,tie dye,2.0,patron
2023-12,tie dye,1.4,patron
2022-01,sneakers,27.4,calzado
2022-02,sneakers,30.25,calzado
2022-03,sneakers,34.25,calzado
2022-04,sneakers,35.75,calzado
2022-05,sneakers,32.6,calzado
2022-06,sneakers,29.75,calzado
2022-07,sneakers,29.6,calzado
2022-08,sneakers,32.5,calzado
2022-09,sneakers,31.5,calzado
2022-10,sneakers,30.4,calzado
2022-11,sneakers,34.0,calzado
2022-12,sneakers,36.75,calzado
2023-01,sneakers,30.0,calzado
2023-02,sneakers,30.25,calzado
2023-03,sneakers,33.25,calzado
2023-04,sneakers,35.6,calzado
2023-05,sneakers,34.0,calzado
2023-06,sneakers,30.5,calzado
2023-07,sneakers,30.6,calzado
2023-08,sneakers,31.5,calzado
2023-09,sneakers,33.5,calzado
2023-10,sneakers,31.4,calzado
2023-11,sneakers,31.5,calzado
2023-12,sneakers,30.4,calzado
2024-01,polka dot,1.0,patron
2024-02,polka dot,1.0,patron
2024-03,polka dot,1.0,patron
2024-04,polka dot,1.0,patron
2024-05,polka dot,1.0,patron
2024-06,polka dot,1.0,patron
2024-07,polka dot,1.0,patron
2024-08,polka dot,1.0,patron
2024-09,polka dot,1.0,patron
2024-10,polka dot,1.0,patron
2024-11,polka dot,1.0,patron
2024-12,polka dot,1.4,patron
2025-01,polka dot,1.25,patron
2025-02,polka dot,1.0,patron
2025-03,polka dot,1.4,patron
2025-04,polka dot,2.0,patron
2025-05,polka dot,2.0,patron
2025-06,polka dot,2.0,patron
2025-07,polka dot,3.0,patron
2025-08,polka dot,3.0,patron
2025-09,polka dot,2.25,patron
2025-10,polka dot,2.0,patron
2025-11,polka dot,2.8,patron
2025-12,polka dot,2.75,patron
2024-01,animal print,1.0,patron
2024-02,animal print,1.0,patron
2024-03,animal print,1.0,patron
2024-04,animal print,1.0,patron
2024-05,animal print,1.0,patron
2024-06,animal print,1.0,patron
2024-07,animal print,1.0,patron
2024-08,animal print,1.0,patron
2024-09,animal print,1.0,patron
2024-10,animal print,1.0,patron
2024-11,animal print,1.0,patron
2024-12,animal print,1.0,patron
2025-01,animal print,1.0,patron
2025-02,animal print,1.0,patron
2025-03,animal print,1.0,patron
2025-04,animal print,1.0,patron
2025-05,animal print,1.0,patron
2025-06,animal print,1.0,patron
2025-07,animal print,1.0,patron
2025-08,animal print,1.0,patron
2025-09,animal print,1.75,patron
2025-10,animal print,1.75,patron
2025-11,animal print,2.0,patron
2025-12,animal print,1.5,patron
2024-01,tie dye,1.0,patron
2024-02,tie dye,1.0,patron
2024-03,tie dye,1.6,patron
2024-04,tie dye,1.75,patron
2024-05,tie dye,2.0,patron
2024-06,tie dye,2.0,patron
2024-07,tie dye,2.0,patron
2024-08,tie dye,1.75,patron
2024-09,tie dye,1.0,patron
2024-10,tie dye,1.0,patron
2024-11,tie dye,1.0,patron
2024-12,tie dye,1.0,patron
2025-01,tie dye,1.0,patron
2025-02,tie dye,1.0,patron
2025-03,tie dye,1.0,patron
2025-04,tie dye,1.0,patron
2025-05,tie dye,1.75,patron
2025-06,tie dye,2.0,patron
2025-07,tie dye,2.0,patron
2025-08,tie dye,1.6,patron
2025-09,tie dye,1.0,patron
2025-10,tie dye,1.0,patron
2025-11,tie dye,1.0,patron
2025-12,tie dye,1.0,patron
2024-01,sneakers,23.75,calzado
2024-02,sneakers,28.75,calzado
2024-03,sneakers,28.0,calzado
2024-04,sneakers,28.25,calzado
2024-05,sneakers,27.5,calzado
2024-06,sneakers,25.0,calzado
2024-07,sneakers,24.75,calzado
2024-08,sneakers,26.75,calzado
2024-09,sneakers,27.8,calzado
2024-10,sneakers,26.25,calzado
2024-11,sneakers,28.0,calzado
2024-12,sneakers,26.8,calzado
2025-01,sneakers,24.5,calzado
2025-02,sneakers,25.0,calzado
2025-03,sneakers,31.8,calzado
2025-04,sneakers,29.5,calzado
2025-05,sneakers,27.5,calzado
2025-06,sneakers,25.4,calzado
2025-07,sneakers,28.0,calzado
2025-08,sneakers,34.2,calzado
2025-09,sneakers,35.0,calzado
2025-10,sneakers,31.25,calzado
2025-11,sneakers,33.0,calzado
2025-12,sneakers,29.75,calzado
2019-12,boots,69.0,calzado
2020-01,boots,54.0,calzado
2020-02,boots,47.25,calzado
2020-03,boots,39.8,calzado
2020-04,boots,34.5,calzado
2020-05,boots,35.6,calzado
2020-06,boots,36.0,calzado
2020-07,boots,36.25,calzado
2020-08,boots,39.4,calzado
2020-09,boots,53.5,calzado
2020-10,boots,66.75,calzado
2020-11,boots,75.8,calzado
2020-12,boots,76.5,calzado
2021-01,boots,57.4,calzado
2021-02,boots,47.75,calzado
2021-03,boots,39.5,calzado
2021-04,boots,36.5,calzado
2021-05,boots,36.2,calzado
2021-06,boots,35.0,calzado
2021-07,boots,37.0,calzado
2021-08,boots,41.6,calzado
2021-09,boots,54.5,calzado
2021-10,boots,72.6,calzado
2021-11,boots,90.75,calzado
2021-12,boots,85.5,calzado
2019-12,heels,9.0,calzado
2020-01,heels,9.0,calzado
2020-02,heels,9.25,calzado
2020-03,heels,6.8,calzado
2020-04,heels,6.0,calzado
2020-05,heels,6.6,calzado
2020-06,heels,7.0,calzado
2020-07,heels,7.5,calzado
2020-08,heels,7.4,calzado
2020-09,heels,7.25,calzado
2020-10,heels,7.75,calzado
2020-11,heels,7.4,calzado
2020-12,heels,7.75,calzado
2021-01,heels,7.8,calzado
2021-02,heels,8.0,calzado
2021-03,heels,8.5,calzado
2021-04,heels,9.0,calzado
2021-05,heels,9.8,calzado
2021-06,heels,9.5,calzado
2021-07,heels,10.0,calzado
2021-08,heels,11.0,calzado
2021-09,heels,11.25,calzado
2021-10,heels,10.4,calzado
2021-11,heels,11.0,calzado
2021-12,heels,10.25,calzado
2019-12,sandals,8.0,calzado
2020-01,sandals,8.0,calzado
2020-02,sandals,8.5,calzado
2020-03,sandals,7.8,calzado
2020-04,sandals,9.5,calzado
2020-05,sandals,14.4,calzado
2020-06,sandals,16.0,calzado
2020-07,sandals,14.25,calzado
2020-08,sandals,10.6,calzado
2020-09,sandals,7.75,calzado
2020-10,sandals,6.25,calzado
2020-11,sandals,5.8,calzado
2020-12,sandals,6.0,calzado
2021-01,sandals,6.0,calzado
2021-02,sandals,8.0,calzado
2021-03,sandals,12.25,calzado
2021-04,sandals,15.75,calzado
2021-05,sandals,17.2,calzado
2021-06,sandals,19.75,calzado
2021-07,sandals,18.0,calzado
2021-08,sandals,12.8,calzado
2021-09,sandals,9.5,calzado
2021-10,sandals,7.6,calzado
2021-11,sandals,7.5,calzado
2021-12,sandals,7.5,calzado
2019-12,loafers,2.0,calzado
2020-01,loafers,2.0,calzado
2020-02,loafers,2.0,calzado
2020-03,loafers,1.4,calzado
2020-04,loafers,1.0,calzado
2020-05,loafers,1.0,calzado
2020-06,loafers,1.0,calzado
2020-07,loafers,1.0,calzado
2020-08,loafers,1.4,calzado
2020-09,loafers,1.75,calzado
2020-10,loafers,1.75,calzado
2020-11,loafers,1.4,calzado
2020-12,loafers,1.0,calzado
2021-01,loafers,1.0,calzado
2021-02,loafers,1.5,calzado
2021-03,loafers,1.75,calzado
2021-04,loafers,2.0,calzado
2021-05,loafers,2.0,calzado
2021-06,loafers,2.0,calzado
2021-07,loafers,2.0,calzado
2021-08,loafers,2.0,calzado
2021-09,loafers,2.5,calzado
2021-10,loafers,2.0,calzado
2021-11,loafers,2.25,calzado
2021-12,loafers,2.0,calzado
2022-01,boots,67.4,calzado
2022-02,boots,53.75,calzado
2022-03,boots,47.75,calzado
2022-04,boots,42.5,calzado
2022-05,boots,39.6,calzado
2022-06,boots,39.25,calzado
2022-07,boots,39.8,calzado
2022-08,boots,43.5,calzado
2022-09,boots,58.25,calzado
2022-10,boots,71.0,calzado
2022-11,boots,87.25,calzado
2022-12,boots,92.25,calzado
2023-01,boots,78.8,calzado
2023-02,boots,63.0,calzado
2023-03,boots,51.75,calzado
2023-04,boots,44.6,calzado
2023-05,boots,41.25,calzado
2023-06,boots,40.0,calzado
2023-07,boots,43.4,calzado
2023-08,boots,46.25,calzado
2023-09,boots,54.5,calzado
2023-10,boots,70.2,calzado
2023-11,boots,84.25,calzado
2023-12,boots,79.2,calzado
2022-01,heels,11.2,calzado
2022-02,heels,12.5,calzado
2022-03,heels,13.5,calzado
2022-04,heels,14.25,calzado
2022-05,heels,12.8,calzado
2022-06,heels,11.0,calzado
2022-07,heels,11.0,calzado
2022-08,heels,11.0,calzado
2022-09,heels,11.75,calzado
2022-10,heels,10.8,calzado
2022-11,heels,10.75,calzado
2022-12,heels,10.25,calzado
2023-01,heels,10.8,calzado
2023-02,heels,10.75,calzado
2023-03,heels,11.0,calzado
2023-04,heels,12.0,calzado
2023-05,heels,11.5,calzado
2023-06,heels,11.0,calzado
2023-07,heels,11.0,calzado
2023-08,heels,11.0,calzado
2023-09,heels,10.75,calzado
2023-10,heels,10.6,calzado
2023-11,heels,11.25,calzado
2023-12,heels,10.8,calzado
2022-01,sandals,8.6,calzado
2022-02,sandals,11.25,calzado
2022-03,sandals,15.75,calzado
2022-04,sandals,19.0,calzado
2022-05,sandals,23.2,calzado
2022-06,sandals,23.5,calzado
2022-07,sandals,20.8,calzado
2022-08,sandals,15.75,calzado
2022-09,sandals,10.5,calzado
2022-10,sandals,8.0,calzado
2022-11,sandals,8.0,calzado
2022-12,sandals,8.25,calzado
2023-01,sandals,9.2,calzado
2023-02,sandals,11.0,calzado
2023-03,sandals,13.5,calzado
2023-04,sandals,18.0,calzado
2023-05,sandals,22.75,calzado
2023-06,sandals,24.0,calzado
2023-07,sandals,19.6,calzado
2023-08,sandals,14.0,calzado
2023-09,sandals,10.75,calzado
2023-10,sandals,8.2,calzado
2023-11,sandals,8.25,calzado
2023-12,sandals,8.8,calzado
2022-01,loafers,2.4,calzado
2022-02,loafers,2.75,calzado
2022-03,loafers,3.0,calzado
2022-04,loafers,3.0,calzado
2022-05,loafers,3.0,calzado
2022-06,loafers,3.0,calzado
2022-07,loafers,3.0,calzado
2022-08,loafers,3.25,calzado
2022-09,loafers,4.0,calzado
2022-10,loafers,3.4,calzado
2022-11,loafers,3.0,calzado
2022-12,loafers,3.0,calzado
2023-01,loafers,3.0,calzado
2023-02,loafers,3.0,calzado
2023-03,loafers,3.0,calzado
2023-04,loafers,3.8,calzado
2023-05,loafers,3.5,calzado
2023-06,loafers,3.0,calzado
2023-07,loafers,3.0,calzado
2023-08,loafers,3.75,calzado
2023-09,loafers,4.0,calzado
2023-10,loafers,3.8,calzado
2023-11,loafers,3.5,calzado
2023-12,loafers,3.2,calzado
2024-01,boots,57.5,calzado
2024-02,boots,46.25,calzado
2024-03,boots,41.0,calzado
2024-04,boots,38.5,calzado
2024-05,boots,36.5,calzado
2024-06,boots,36.2,calzado
2024-07,boots,38.5,calzado
2024-08,boots,41.75,calzado
2024-09,boots,54.0,calzado
2024-10,boots,61.75,calzado
2024-11,boots,77.75,calzado
2024-12,boots,80.0,calzado
2025-01,boots,60.75,calzado
2025-02,boots,50.0,calzado
2025-03,boots,44.0,calzado
2025-04,boots,42.0,calzado
2025-05,boots,40.0,calzado
2025-06,boots,41.8,calzado
2025-07,boots,43.25,calzado
2025-08,boots,51.6,calzado
2025-09,boots,58.5,calzado
2025-10,boots,78.75,calzado
2025-11,boots,89.6,calzado
2025-12,boots,82.75,calzado
2024-01,heels,10.0,calzado
2024-02,heels,11.0,calzado
2024-03,heels,11.2,calzado
2024-04,heels,11.0,calzado
2024-05,heels,11.0,calzado
2024-06,heels,10.2,calzado
2024-07,heels,10.5,calzado
2024-08,heels,10.5,calzado
2024-09,heels,11.8,calzado
2024-10,heels,11.0,calzado
2024-11,heels,11.0,calzado
2024-12,heels,11.8,calzado
2025-01,heels,11.0,calzado
2025-02,heels,11.0,calzado
2025-03,heels,12.6,calzado
2025-04,heels,12.75,calzado
2025-05,heels,12.25,calzado
2025-06,heels,12.8,calzado
2025-07,heels,18.25,calzado
2025-08,heels,13.6,calzado
2025-09,heels,12.75,calzado
2025-10,heels,12.5,calzado
2025-11,heels,12.6,calzado
2025-12,heels,12.5,calzado
2024-01,sandals,8.0,calzado
2024-02,sandals,9.5,calzado
2024-03,sandals,13.0,calzado
2024-04,sandals,16.0,calzado
2024-05,sandals,20.5,calzado
2024-06,sandals,19.8,calzado
2024-07,sandals,17.0,calzado
2024-08,sandals,13.25,calzado
2024-09,sandals,9.0,calzado
2024-10,sandals,7.25,calzado
2024-11,sandals,7.25,calzado
2024-12,sandals,7.8,calzado
2025-01,sandals,8.0,calzado
2025-02,sandals,9.25,calzado
2025-03,sandals,13.6,calzado
2025-04,sandals,16.75,calzado
2025-05,sandals,19.25,calzado
2025-06,sandals,20.4,calzado
2025-07,sandals,18.5,calzado
2025-08,sandals,14.8,calzado
2025-09,sandals,10.0,calzado
2025-10,sandals,8.75,calzado
2025-11,sandals,8.6,calzado
2025-12,sandals,8.5,calzado
2024-01,loafers,3.0,calzado
2024-02,loafers,3.0,calzado
2024-03,loafers,3.2,calzado
2024-04,loafers,4.0,calzado
2024-05,loafers,3.5,calzado
2024-06,loafers,3.0,calzado
2024-07,loafers,3.0,calzado
2024-08,loafers,3.5,calzado
2024-09,loafers,4.0,calzado
2024-10,loafers,4.0,calzado
2024-11,loafers,4.25,calzado
2024-12,loafers,4.0,calzado
2025-01,loafers,4.0,calzado
2025-02,loafers,4.0,calzado
2025-03,loafers,4.0,calzado
2025-04,loafers,4.0,calzado
2025-05,loafers,4.0,calzado
2025-06,loafers,4.0,calzado
2025-07,loafers,4.0,calzado
2025-08,loafers,5.0,calzado
2025-09,loafers,5.0,calzado
2025-10,loafers,5.0,calzado
2025-11,loafers,5.0,calzado
2025-12,loafers,4.25,calzado
2019-12,casual,18.0,estilo
2020-01,casual,18.5,estilo
2020-02,casual,19.0,estilo
2020-03,casual,13.8,estilo
2020-04,casual,11.75,estilo
2020-05,casual,14.4,estilo
2020-06,casual,15.0,estilo
2020-07,casual,15.5,estilo
2020-08,casual,15.6,estilo
2020-09,casual,16.0,estilo
2020-10,casual,18.0,estilo
2020-11,casual,17.2,estilo
2020-12,casual,15.75,estilo
2021-01,casual,14.8,estilo
2021-02,casual,15.75,estilo
2021-03,casual,16.5,estilo
2021-04,casual,17.0,estilo
2021-05,casual,17.8,estilo
2021-06,casual,17.75,estilo
2021-07,casual,17.75,estilo
2021-08,casual,18.4,estilo
2021-09,casual,19.0,estilo
2021-10,casual,19.2,estilo
2021-11,casual,20.25,estilo
2021-12,casual,19.0,estilo
2019-12,vintage,70.0,estilo
2020-01,vintage,65.75,estilo
2020-02,vintage,64.0,estilo
2020-03,vintage,54.2,estilo
2020-04,vintage,59.75,estilo
2020-05,vintage,64.2,estilo
2020-06,vintage,66.5,estilo
2020-07,vintage,67.5,estilo
2020-08,vintage,66.6,estilo
2020-09,vintage,68.25,estilo
2020-10,vintage,66.0,estilo
2020-11,vintage,67.6,estilo
2020-12,vintage,70.75,estilo
2021-01,vintage,67.4,estilo
2021-02,vintage,65.25,estilo
2021-03,vintage,63.5,estilo
2021-04,vintage,65.5,estilo
2021-05,vintage,64.4,estilo
2021-06,vintage,62.25,estilo
2021-07,vintage,65.25,estilo
2021-08,vintage,65.6,estilo
2021-09,vintage,65.0,estilo
2021-10,vintage,65.2,estilo
2021-11,vintage,69.75,estilo
2021-12,vintage,67.5,estilo
2019-12,minimalist,4.0,estilo
2020-01,minimalist,3.75,estilo
2020-02,minimalist,3.75,estilo
2020-03,minimalist,3.2,estilo
2020-04,minimalist,4.0,estilo
2020-05,minimalist,4.0,estilo
2020-06,minimalist,4.0,estilo
2020-07,minimalist,4.0,estilo
2020-08,minimalist,4.0,estilo
2020-09,minimalist,4.25,estilo
2020-10,minimalist,4.0,estilo
2020-11,minimalist,3.8,estilo
2020-12,minimalist,4.5,estilo
2021-01,minimalist,4.2,estilo
2021-02,minimalist,4.0,estilo
2021-03,minimalist,4.0,estilo
2021-04,minimalist,4.0,estilo
2021-05,minimalist,4.0,estilo
2021-06,minimalist,4.0,estilo
2021-07,minimalist,4.0,estilo
2021-08,minimalist,4.0,estilo
2021-09,minimalist,4.0,estilo
2021-10,minimalist,3.8,estilo
2021-11,minimalist,4.0,estilo
2021-12,minimalist,4.0,estilo
2019-12,avant-garde,0.0,estilo
2020-01,avant-garde,0.0,estilo
2020-02,avant-garde,0.0,estilo
2020-03,avant-garde,0.0,estilo
2020-04,avant-garde,0.0,estilo
2020-05,avant-garde,0.0,estilo
2020-06,avant-garde,0.0,estilo
2020-07,avant-garde,0.0,estilo
2020-08,avant-garde,0.0,estilo
2020-09,avant-garde,0.0,estilo
2020-10,avant-garde,0.0,estilo
2020-11,avant-garde,0.0,estilo
2020-12,avant-garde,0.0,estilo
2021-01,avant-garde,0.0,estilo
2021-02,avant-garde,0.0,estilo
2021-03,avant-garde,0.0,estilo
2021-04,avant-garde,0.0,estilo
2021-05,avant-garde,0.4,estilo
2021-06,avant-garde,0.25,estilo
2021-07,avant-garde,0.5,estilo
2021-08,avant-garde,0.0,estilo
2021-09,avant-garde,0.0,estilo
2021-10,avant-garde,0.0,estilo
2021-11,avant-garde,0.0,estilo
2021-12,avant-garde,0.0,estilo
2022-01,casual,15.8,estilo
2022-02,casual,18.5,estilo
2022-03,casual,19.25,estilo
2022-04,casual,20.75,estilo
2022-05,casual,20.6,estilo
2022-06,casual,20.25,estilo
2022-07,casual,19.2,estilo
2022-08,casual,19.5,estilo
2022-09,casual,20.25,estilo
2022-10,casual,19.4,estilo
2022-11,casual,20.25,estilo
2022-12,casual,19.25,estilo
2023-01,casual,18.2,estilo
2023-02,casual,19.0,estilo
2023-03,casual,19.0,estilo
2023-04,casual,20.4,estilo
2023-05,casual,21.0,estilo
2023-06,casual,19.75,estilo
2023-07,casual,19.2,estilo
2023-08,casual,19.25,estilo
2023-09,casual,19.5,estilo
2023-10,casual,19.6,estilo
2023-11,casual,20.75,estilo
2023-12,casual,19.2,estilo
2022-01,vintage,61.8,estilo
2022-02,vintage,60.25,estilo
2022-03,vintage,59.25,estilo
2022-04,vintage,59.25,estilo
2022-05,vintage,55.6,estilo
2022-06,vintage,56.25,estilo
2022-07,vintage,58.4,estilo
2022-08,vintage,60.0,estilo
2022-09,vintage,58.75,estilo
2022-10,vintage,59.0,estilo
2022-11,vintage,59.5,estilo
2022-12,vintage,60.5,estilo
2023-01,vintage,60.8,estilo
2023-02,vintage,58.5,estilo
2023-03,vintage,58.25,estilo
2023-04,vintage,57.2,estilo
2023-05,vintage,55.5,estilo
2023-06,vintage,57.0,estilo
2023-07,vintage,60.8,estilo
2023-08,vintage,58.75,estilo
2023-09,vintage,59.0,estilo
2023-10,vintage,59.6,estilo
2023-11,vintage,63.25,estilo
2023-12,vintage,64.6,estilo
2022-01,minimalist,4.0,estilo
2022-02,minimalist,4.0,estilo
2022-03,minimalist,4.0,estilo
2022-04,minimalist,4.0,estilo
2022-05,minimalist,4.0,estilo
2022-06,minimalist,4.0,estilo
2022-07,minimalist,4.0,estilo
2022-08,minimalist,4.0,estilo
2022-09,minimalist,4.0,estilo
2022-10,minimalist,4.0,estilo
2022-11,minimalist,4.0,estilo
2022-12,minimalist,4.0,estilo
2023-01,minimalist,4.0,estilo
2023-02,minimalist,4.0,estilo
2023-03,minimalist,4.0,estilo
2023-04,minimalist,4.0,estilo
2023-05,minimalist,4.0,estilo
2023-06,minimalist,4.0,estilo
2023-07,minimalist,4.0,estilo
2023-08,minimalist,4.0,estilo
2023-09,minimalist,4.0,estilo
2023-10,minimalist,4.0,estilo
2023-11,minimalist,4.0,estilo
2023-12,minimalist,4.0,estilo
2022-01,avant-garde,0.0,estilo
2022-02,avant-garde,0.0,estilo
2022-03,avant-garde,0.0,estilo
2022-04,avant-garde,0.0,estilo
2022-05,avant-garde,0.0,estilo
2022-06,avant-garde,0.0,estilo
2022-07,avant-garde,0.0,estilo
2022-08,avant-garde,0.0,estilo
2022-09,avant-garde,0.0,estilo
2022-10,avant-garde,0.0,estilo
2022-11,avant-garde,0.0,estilo
2022-12,avant-garde,0.0,estilo
2023-01,avant-garde,0.0,estilo
2023-02,avant-garde,0.0,estilo
2023-03,avant-garde,0.0,estilo
2023-04,avant-garde,0.0,estilo
2023-05,avant-garde,0.0,estilo
2023-06,avant-garde,0.0,estilo
2023-07,avant-garde,0.0,estilo
2023-08,avant-garde,0.0,estilo
2023-09,avant-garde,0.0,estilo
2023-10,avant-garde,0.0,estilo
2023-11,avant-garde,0.0,estilo
2023-12,avant-garde,0.0,estilo
2024-01,casual,15.25,estilo
2024-02,casual,16.25,estilo
2024-03,casual,16.2,estilo
2024-04,casual,17.0,estilo
2024-05,casual,17.0,estilo
2024-06,casual,16.6,estilo
2024-07,casual,16.5,estilo
2024-08,casual,17.75,estilo
2024-09,casual,18.2,estilo
2024-10,casual,17.75,estilo
2024-11,casual,18.25,estilo
2024-12,casual,17.6,estilo
2025-01,casual,16.0,estilo
2025-02,casual,17.0,estilo
2025-03,casual,18.4,estilo
2025-04,casual,18.5,estilo
2025-05,casual,19.25,estilo
2025-06,casual,18.8,estilo
2025-07,casual,19.5,estilo
2025-08,casual,23.2,estilo
2025-09,casual,22.75,estilo
2025-10,casual,21.0,estilo
2025-11,casual,23.2,estilo
2025-12,casual,20.25,estilo
2024-01,vintage,53.75,estilo
2024-02,vintage,53.25,estilo
2024-03,vintage,52.4,estilo
2024-04,vintage,52.5,estilo
2024-05,vintage,50.25,estilo
2024-06,vintage,51.0,estilo
2024-07,vintage,52.25,estilo
2024-08,vintage,53.75,estilo
2024-09,vintage,54.2,estilo
2024-10,vintage,56.25,estilo
2024-11,vintage,59.0,estilo
2024-12,vintage,61.8,estilo
2025-01,vintage,59.25,estilo
2025-02,vintage,56.75,estilo
2025-03,vintage,57.2,estilo
2025-04,vintage,58.25,estilo
2025-05,vintage,55.0,estilo
2025-06,vintage,56.6,estilo
2025-07,vintage,60.25,estilo
2025-08,vintage,68.8,estilo
2025-09,vintage,66.0,estilo
2025-10,vintage,65.0,estilo
2025-11,vintage,69.0,estilo
2025-12,vintage,69.75,estilo
2024-01,minimalist,3.25,estilo
2024-02,minimalist,4.0,estilo
2024-03,minimalist,3.8,estilo
2024-04,minimalist,3.0,estilo
2024-05,minimalist,3.0,estilo
2024-06,minimalist,3.0,estilo
2024-07,minimalist,3.25,estilo
2024-08,minimalist,3.25,estilo
2024-09,minimalist,3.0,estilo
2024-10,minimalist,3.0,estilo
2024-11,minimalist,3.5,estilo
2024-12,minimalist,3.8,estilo
2025-01,minimalist,4.0,estilo
2025-02,minimalist,3.75,estilo
2025-03,minimalist,3.8,estilo
2025-04,minimalist,3.5,estilo
2025-05,minimalist,3.25,estilo
2025-06,minimalist,3.8,estilo
2025-07,minimalist,5.0,estilo
2025-08,minimalist,7.0,estilo
2025-09,minimalist,7.25,estilo
2025-10,minimalist,6.75,estilo
2025-11,minimalist,7.6,estilo
2025-12,minimalist,6.5,estilo
2024-01,avant-garde,0.0,estilo
2024-02,avant-garde,0.0,estilo
2024-03,avant-garde,0.0,estilo
2024-04,avant-garde,0.0,estilo
2024-05,avant-garde,0.0,estilo
2024-06,avant-garde,0.0,estilo
2024-07,avant-garde,0.0,estilo
2024-08,avant-garde,0.0,estilo
2024-09,avant-garde,0.0,estilo
2024-10,avant-garde,0.0,estilo
2024-11,avant-garde,0.0,estilo
2024-12,avant-garde,0.0,estilo
2025-01,avant-garde,0.0,estilo
2025-02,avant-garde,0.0,estilo
2025-03,avant-garde,0.0,estilo
2025-04,avant-garde,0.0,estilo
2025-05,avant-garde,0.0,estilo
2025-06,avant-garde,0.0,estilo
2025-07,avant-garde,0.0,estilo
2025-08,avant-garde,0.0,estilo
2025-09,avant-garde,0.0,estilo
2025-10,avant-garde,0.0,estilo
2025-11,avant-garde,0.0,estilo
2025-12,avant-garde,0.0,estilo
2019-12,bohemian,12.0,estilo
2020-01,bohemian,8.75,estilo
2020-02,bohemian,8.5,estilo
2020-03,bohemian,9.0,estilo
2020-04,bohemian,10.0,estilo
2020-05,bohemian,8.8,estilo
2020-06,bohemian,8.0,estilo
2020-07,bohemian,8.0,estilo
2020-08,bohemian,7.6,estilo
2020-09,bohemian,6.75,estilo
2020-10,bohemian,6.75,estilo
2020-11,bohemian,6.2,estilo
2020-12,bohemian,7.5,estilo
2021-01,bohemian,6.4,estilo
2021-02,bohemian,6.5,estilo
2021-03,bohemian,6.5,estilo
2021-04,bohemian,6.75,estilo
2021-05,bohemian,7.2,estilo
2021-06,bohemian,6.25,estilo
2021-07,bohemian,6.25,estilo
2021-08,bohemian,6.4,estilo
2021-09,bohemian,6.25,estilo
2021-10,bohemian,5.6,estilo
2021-11,bohemian,6.75,estilo
2021-12,bohemian,6.25,estilo
2019-12,streetwear,1.0,estilo
2020-01,streetwear,1.0,estilo
2020-02,streetwear,1.0,estilo
2020-03,streetwear,1.0,estilo
2020-04,streetwear,1.25,estilo
2020-05,streetwear,1.0,estilo
2020-06,streetwear,1.75,estilo
2020-07,streetwear,2.0,estilo
2020-08,streetwear,2.0,estilo
2020-09,streetwear,2.0,estilo
2020-10,streetwear,1.25,estilo
2020-11,streetwear,1.8,estilo
2020-12,streetwear,2.0,estilo
2021-01,streetwear,2.0,estilo
2021-02,streetwear,1.5,estilo
2021-03,streetwear,1.0,estilo
2021-04,streetwear,1.75,estilo
2021-05,streetwear,1.4,estilo
2021-06,streetwear,1.25,estilo
2021-07,streetwear,1.5,estilo
2021-08,streetwear,2.0,estilo
2021-09,streetwear,2.0,estilo
2021-10,streetwear,1.8,estilo
2021-11,streetwear,2.0,estilo
2021-12,streetwear,2.0,estilo
2019-12,preppy,1.0,estilo
2020-01,preppy,1.0,estilo
2020-02,preppy,1.0,estilo
2020-03,preppy,1.0,estilo
2020-04,preppy,1.0,estilo
2020-05,preppy,1.0,estilo
2020-06,preppy,1.0,estilo
2020-07,preppy,1.0,estilo
2020-08,preppy,1.0,estilo
2020-09,preppy,1.0,estilo
2020-10,preppy,1.0,estilo
2020-11,preppy,1.0,estilo
2020-12,preppy,1.0,estilo
2021-01,preppy,1.0,estilo
2021-02,preppy,1.0,estilo
