mes,termino,impact_score
2020-09,coat,68.45583065640936
2020-09,corset,1.2
2020-09,cotton,7.607455023214668
2020-09,crop top,0.6
2020-09,denim,19.115885259922884
2020-09,dress,159.30397367756262
2020-09,faux leather,28.221088335555248
2020-09,floral,8.105920250437185
2020-09,gray,8.378725479647482
2020-09,green,2.283707984390332
2020-09,grunge,2.0
2020-09,handbag,0.8999999999999999
2020-09,heels,8.801344501381116
2020-09,hoodie,7.477121254719663
2020-09,jacket,65.11416194596579
2020-09,jeans,7.577528010406445
2020-09,lace,11.64276961159455
2020-09,leather,37.38850430433591
2020-09,leopard print,0.3
2020-09,linen,7.813939224682965
2020-09,magenta,12.623434863723467
2020-09,maxi dress,62.51934616737168
2020-09,mini skirt,7.9986312731825535
2020-09,minimalist,11.95792123273941
2020-09,mohair,1.0
2020-09,navy,8.662368625696619
2020-09,pants,16.83275150479639
2020-09,pink,14.144277499953624
2020-09,plaid,4.438764005203223
2020-09,preppy,7.411309510866817
2020-09,red,27.87260193127159
2020-09,sandals,2.283707984390332
2020-09,satin,2.3450910113271894
2020-09,shirt,20.16147500284903
2020-09,silk,14.214756712370466
2020-09,silver,2.414973347970818
2020-09,skirt,43.233786411740574
2020-09,slip dress,10.154877597478746
2020-09,streetwear,47.0917862475822
2020-09,striped,4.845098040014257
2020-09,suede,3.255272505103306
2020-09,sweater,6.414117648017108
2020-09,tie dye,1.3010299956639813
2020-09,trench coat,36.307633190086605
2020-09,velvet,8.637116093048078
2020-09,vintage,7.337284014596172
2020-09,white,30.16055529624139
2020-09,wool,1.3010299956639813
2020-09,y2k,1.5
2020-09,yellow,3.4287989957175222
2020-10,athleisure,69.6540459133456
2020-10,avant-garde,46.8413592109488
2020-10,black,23.255419483443116
2020-10,blouse,32.8405329406021
2020-10,bodysuit,1.9989700043360188
2020-10,bohemian,15.722275892939845
2020-10,bomber jacket,28.175080931527763
2020-10,brown,88.78008995481079
2020-10,burgundy,10.63295163424893
2020-10,cargo pants,9.538102874243014
2020-10,casual,15.320918629333915
2020-10,coat,61.24418698835402
2020-10,corduroy,3.728798995717522
2020-10,corset,3.414117648017108
2020-10,cotton,25.332910079850617
2020-10,denim,13.18385501653041
2020-10,dress,139.31412010807705
2020-10,faux leather,20.43561273925914
2020-10,floral,1.0
2020-10,gray,13.45984242890203
2020-10,green,2.079181246047625
2020-10,grunge,3.954242509439325
2020-10,handbag,7.170371138071035
2020-10,heels,16.300259193084983
2020-10,hoodie,1.4771212547196624
2020-10,jacket,63.928874909665055
2020-10,jeans,7.577528010406445
2020-10,lace,27.003973514439664
2020-10,leather,24.497471974033115
2020-10,leopard print,0.6
2020-10,linen,11.415770883658288
2020-10,loafers,4.273168745640794
2020-10,magenta,7.04039335856662
2020-10,maxi dress,56.84645736969157
2020-10,mesh,3.414117648017108
2020-10,mini skirt,16.812849607130335
2020-10,minimalist,7.99782563240744
2020-10,navy,4.567415968780664
2020-10,pants,14.332090373836184
2020-10,periwinkle,2.706327006123967
2020-10,pink,4.1542425094393245
2020-10,plaid,5.338764005203222
2020-10,polka dot,6.899711094571145
2020-10,preppy,20.08578480396594
2020-10,red,27.515249751706907
2020-10,sandals,12.539328881416116
2020-10,sequins,0.3
2020-10,shirt,4.954242509439325
2020-10,silk,11.347771468507162
2020-10,skirt,52.784538645405505
2020-10,slip dress,3.714117648017108
2020-10,sneakers,14.45992179802713
2020-10,streetwear,44.06603432100758
2020-10,suede,5.566579718506381
2020-10,sweater,7.747249024081872
2020-10,trench coat,29.166639885683686
2020-10,turquoise,2.856253490053927
2020-10,velvet,4.4593924877592315
2020-10,vintage,12.790165667816503
2020-10,white,22.79130359351197
2020-10,y2k,6.828235296034216
2020-11,animal print,3.9461280356782384
2020-11,athleisure,111.59457619474303
2020-11,avant-garde,58.973814725286275
2020-11,beige,3.6109027551800343
2020-11,bermuda shorts,0.3
2020-11,black,43.7725835000441
2020-11,blazer,6.116292015609667
2020-11,blouse,48.78220929142533
2020-11,blue,6.410431161152056
2020-11,bohemian,18.0274754996972
2020-11,bomber jacket,43.019688326679066
2020-11,boots,6.116292015609667
2020-11,brown,228.13922356004258
2020-11,burgundy,11.974523776602444
2020-11,cargo pants,15.197950604163633
2020-11,casual,9.804462609678406
2020-11,coat,55.96313408654393
2020-11,corset,4.655603046758464
2020-11,cotton,11.560667536990012
2020-11,crop top,0.3
2020-11,denim,18.84348678639937
2020-11,dress,194.08776822197976
2020-11,faux leather,23.898840309046545
2020-11,floral,7.0915966208100585
2020-11,gray,30.990619695558404
2020-11,green,3.255272505103306
2020-11,grunge,9.201491533521198
2020-11,handbag,0.3
2020-11,heels,15.443252060900631
2020-11,hoodie,2.6999999999999997
2020-11,jacket,79.90158040440696
2020-11,jeans,9.355056020812889
2020-11,lace,3.291226075692495
2020-11,lavender,2.936589637610663
2020-11,leather,36.8616221148043
2020-11,linen,8.584512142712953
2020-11,loafers,5.105169427999332
2020-11,magenta,9.304543039380313
2020-11,maxi dress,87.91181879971089
2020-11,mini skirt,31.366053204344528
2020-11,minimalist,6.692696953259666
2020-11,mint,1.3010299956639813
2020-11,mohair,0.3
2020-11,navy,6.3177813876114435
2020-11,pants,21.029672113296044
2020-11,periwinkle,12.698248392814982
2020-11,pink,18.76653295145649
2020-11,plaid,4.977528010406445
2020-11,preppy,13.223751652633476
2020-11,red,23.83887483382987
2020-11,sandals,7.605343723709604
2020-11,satin,2.3450910113271894
2020-11,sequins,0.3
2020-11,shirt,10.041010919787666
2020-11,silk,22.84180125217573
2020-11,skirt,97.63583706961883
2020-11,slip dress,10.211206093516928
2020-11,sneakers,14.098685803230353
2020-11,streetwear,83.47329925012093
2020-11,striped,1.9542425094393248
2020-11,sweater,13.301898289207978
2020-11,t-shirt,1.2
2020-11,trench coat,35.268156680882626
2020-11,velvet,1.9542425094393248
2020-11,vintage,2.4
2020-11,white,16.25505120888916
2020-11,y2k,8.042558422099763
2020-11,yellow,2.575353642813886
2020-12,animal print,2.0387640052032223
2020-12,athleisure,85.29389046330118
2020-12,avant-garde,30.146018845165077
2020-12,beige,8.410902755180034
2020-12,black,25.57787842142785
2020-12,blazer,6.116292015609667
2020-12,blouse,70.66385784870218
2020-12,blue,0.3
2020-12,bodysuit,1.2
2020-12,bohemian,25.233703866670357
2020-12,bomber jacket,57.12794336312944
2020-12,boots,6.116292015609667
2020-12,brown,41.854366133386996
2020-12,burgundy,7.467758834965906
2020-12,cardigan,0.3
2020-12,cargo pants,24.61992322587285
2020-12,casual,10.828798995717523
2020-12,cherry red,1.2
2020-12,coat,62.67956554677671
2020-12,corduroy,5.5753536428138855
2020-12,corset,3.5999999999999996
2020-12,cotton,11.816970037757299
2020-12,crop top,0.3
2020-12,denim,13.21124467252562
2020-12,dress,156.0854265141581
2020-12,faux leather,37.59694717061827
2020-12,floral,10.401400540781545
2020-12,gray,20.98688372457022
2020-12,green,10.85611222937092
2020-12,grunge,2.0387640052032223
2020-12,handbag,14.958031631540235
2020-12,heels,16.71162401658395
2020-12,hoodie,1.2
2020-12,jacket,100.46903439291867
2020-12,jeans,7.716292015609667
2020-12,lace,0.8999999999999999
2020-12,lavender,5.191862142713969
2020-12,leather,52.31407270608643
2020-12,linen,30.92334122395873
2020-12,magenta,7.337990178392207
2020-12,maxi dress,65.30959745377268
2020-12,mesh,2.676538705653929
2020-12,mini skirt,25.39231723758975
2020-12,minimalist,7.861440206904147
2020-12,mint,1.9542425094393248
2020-12,navy,6.485411706794567
2020-12,pants,29.88748622679359
2020-12,periwinkle,5.2073570017879485
2020-12,pink,7.42180551036007
2020-12,plaid,4.977528010406445
2020-12,polka dot,3.9020599913279623
2020-12,preppy,35.55144407331708
2020-12,quiet luxury,2.810907216986647
2020-12,red,45.52778436155592
2020-12,sandals,7.438764005203222
2020-12,satin,1.4771212547196624
2020-12,shirt,21.777485947679747
2020-12,silk,7.308485018878649
2020-12,skirt,90.96876220456353
2020-12,slip dress,0.6
2020-12,streetwear,44.87765670653383
2020-12,suede,3.9084850188786495
2020-12,sweater,6.077121254719662
2020-12,t-shirt,4.052474897533548
2020-12,trench coat,33.17903978748829
2020-12,velvet,2.4
2020-12,vintage,11.193363577853688
2020-12,white,29.69563158617646
2020-12,wool,2.8979680175649816
2020-12,y2k,6.288435227393093
2021-01,animal print,0.3
2021-01,athleisure,23.836471516384425
2021-01,avant-garde,3.855272505103306
2021-01,beige,3.4653828514484184
2021-01,bermuda shorts,0.8999999999999999
2021-01,blouse,20.795680982104052
2021-01,bodysuit,13.90108233822995
2021-01,bomber jacket,6.280211241711607
2021-01,cargo pants,13.830706787610737
2021-01,coat,9.78227123303957
2021-01,corduroy,0.3
2021-01,crop top,15.101082338229949
2021-01,denim,3.4653828514484184
2021-01,dress,24.850380962848046
2021-01,faux leather,10.86997021589286
2021-01,floral,4.6020599913279625
2021-01,green,0.3
2021-01,handbag,0.8999999999999999
2021-01,heels,0.3
2021-01,hoodie,1.0
2021-01,jacket,9.660422483423213
2021-01,jeans,0.3
2021-01,lace,2.3010299956639813
2021-01,leather,13.88280744059803
2021-01,leopard print,0.3
2021-01,linen,6.380211241711606
2021-01,maxi dress,3.101029995663981
2021-01,mini skirt,4.078566495593844
2021-01,minimalist,2.255272505103306
2021-01,pants,17.249008078930483
2021-01,polka dot,0.3
2021-01,preppy,1.5
2021-01,red,48.186391215695494
2021-01,sandals,0.3
2021-01,satin,1.7781512503836436
2021-01,sequins,0.3
2021-01,shirt,18.42290495817439
2021-01,silk,1.0
2021-01,skirt,9.079596491257824
2021-01,slip dress,0.3
2021-01,streetwear,6.4
2021-01,sweater,3.2020599913279626
2021-01,t-shirt,4.982271233039568
2021-01,trench coat,6.080211241711606
2021-01,vintage,4.2552725051033065
2021-01,y2k,0.3
2021-02,animal print,2.3010299956639813
2021-02,athleisure,16.47624238496926
2021-02,avant-garde,0.8999999999999999
2021-02,beige,2.9030899869919438
2021-02,bermuda shorts,1.3
2021-02,black,4.681241237375588
2021-02,blouse,30.241866013614107
2021-02,blue,4.074084689028243
2021-02,bodysuit,0.3
2021-02,bomber jacket,2.855272505103306
2021-02,brown,2.9030899869919438
2021-02,cargo pants,4.618301291319745
2021-02,casual,4.074084689028243
2021-02,coat,14.002157695941015
2021-02,cotton,0.3
2021-02,crop top,0.3
2021-02,denim,0.6
2021-02,dress,25.463687175889547
2021-02,faux leather,10.40524768293296
2021-02,floral,5.6344537511509305
2021-02,green,1.7781512503836436
2021-02,heels,0.8999999999999999
2021-02,jacket,3.155272505103306
2021-02,lace,6.836260802858487
2021-02,leather,10.40524768293296
2021-02,linen,12.715869694000908
2021-02,maxi dress,7.202059991327962
2021-02,mini skirt,3.3010299956639813
2021-02,mohair,0.3
2021-02,pants,8.03660258263949
2021-02,plaid,0.3
2021-02,preppy,4.374084689028243
2021-02,red,34.54916319408987
2021-02,satin,1.0
2021-02,shirt,40.14565367887701
2021-02,silk,0.6
2021-02,skirt,19.561627184561583
2021-02,slip dress,1.2
2021-02,streetwear,1.7999999999999998
2021-02,sweater,2.3781512503836435
2021-02,trench coat,9.702157695941017
2021-02,turquoise,2.278753600952829
2021-02,white,0.3
2021-03,athleisure,15.605797083235682
2021-03,avant-garde,0.6
2021-03,beige,3.1367205671564067
2021-03,blouse,18.12259906828752
2021-03,bodysuit,0.8999999999999999
2021-03,bohemian,0.6
2021-03,bomber jacket,5.6
2021-03,brown,7.183605757994116
2021-03,cargo pants,0.8999999999999999
2021-03,casual,6.136720567156407
2021-03,coat,24.38497564250577
2021-03,corduroy,0.3
2021-03,cotton,10.0
2021-03,denim,2.3
2021-03,dress,50.98402076262846
2021-03,faux leather,0.8999999999999999
2021-03,floral,5.902059991327962
2021-03,green,3.7589118923979736
2021-03,heels,0.3
2021-03,hoodie,1.6
2021-03,jacket,7.699999999999999
2021-03,jeans,3.7589118923979736
2021-03,lace,2.278753600952829
2021-03,leather,0.8999999999999999
2021-03,magenta,5.648945182165672
2021-03,maxi dress,26.32029151916986
2021-03,mini skirt,4.336720567156407
2021-03,mohair,0.6
2021-03,pants,1.2
2021-03,plaid,1.2
2021-03,polka dot,1.6020599913279625
2021-03,preppy,1.5
2021-03,red,20.80924217287338
2021-03,shirt,10.115014403811315
2021-03,skirt,18.935068318874396
2021-03,slip dress,0.8999999999999999
2021-03,sneakers,0.3
2021-03,streetwear,6.4
2021-03,striped,0.3
2021-03,sweater,1.2
2021-03,trench coat,14.121943767451873
2021-03,white,7.183605757994116
2021-03,y2k,0.3
2021-03,yellow,1.0
2021-04,animal print,3.3802112417116064
2021-04,athleisure,34.2522330016463
2021-04,avant-garde,4.810545010206612
2021-04,beige,5.8061799739838875
2021-04,bermuda shorts,0.6
2021-04,black,8.099542528695332
2021-04,blouse,23.480935742545253
2021-04,bodysuit,3.522716471147583
2021-04,bomber jacket,3.1
2021-04,brown,9.010299956639813
2021-04,burgundy,2.255272505103306
2021-04,cargo pants,13.410176379062543
2021-04,casual,10.510545010206613
2021-04,cherry red,2.681241237375587
2021-04,coat,14.993770381675418
2021-04,coquette,3.2227164711475833
2021-04,cotton,0.3
2021-04,crop top,4.122716471147584
2021-04,denim,4.618301291319745
2021-04,dress,38.86028718735137
2021-04,faux leather,10.727578349505393
2021-04,floral,6.237543738142874
2021-04,gray,5.8061799739838875
2021-04,green,1.7781512503836436
2021-04,handbag,0.6
2021-04,heels,0.6
2021-04,jacket,8.380211241711606
2021-04,jeans,4.018301291319745
2021-04,lace,2.5787536009528287
2021-04,lavender,2.278753600952829
2021-04,leather,11.027578349505394
2021-04,magenta,2.681241237375587
2021-04,maxi dress,13.971878199307291
2021-04,mini skirt,6.29734438101758
2021-04,minimalist,2.255272505103306
2021-04,pants,20.24677896170203
2021-04,pink,5.662482474751174
2021-04,plaid,2.6781512503836433
2021-04,preppy,4.280211241711606
2021-04,red,25.3126866299165
2021-04,shirt,23.101910335608743
2021-04,silk,0.3
2021-04,skirt,16.322380822238934
2021-04,slip dress,4.79734438101758
2021-04,sneakers,2.0
2021-04,streetwear,9.555272505103307
2021-04,sweater,5.796452541703388
2021-04,t-shirt,2.0781512503836437
2021-04,trench coat,7.646885190837709
2021-04,velvet,6.0
2021-04,vintage,6.3
2021-04,y2k,4.79734438101758
2021-04,yellow,1.0
2021-05,animal print,4.87978359661681
2021-05,athleisure,29.77159146711428
2021-05,avant-garde,1.5
2021-05,bermuda shorts,0.6
2021-05,black,1.0
2021-05,blouse,23.577687194168593
2021-05,blue,5.686814954507318
2021-05,bomber jacket,13.381448569258039
2021-05,brown,4.2718416065364995
2021-05,cargo pants,11.915996477245258
2021-05,casual,1.0
2021-05,coat,8.855272505103306
2021-05,cotton,2.3
2021-05,crop top,0.8999999999999999
2021-05,denim,7.0
2021-05,dress,32.298893082640014
2021-05,faux leather,0.3
2021-05,floral,3.0149733479708183
2021-05,gray,1.0
2021-05,green,7.999756726967326
2021-05,heels,1.6
2021-05,jacket,22.357593642088815
2021-05,jeans,2.6
2021-05,lace,8.878753600952829
2021-05,leather,0.3
2021-05,linen,11.440884980265867
2021-05,magenta,5.770115294787102
2021-05,maxi dress,14.566274321789292
2021-05,mini skirt,3.8
2021-05,minimalist,2.0
2021-05,mint,2.414973347970818
2021-05,navy,3.271841606536499
2021-05,pants,13.515996477245258
2021-05,periwinkle,2.414973347970818
2021-05,preppy,0.8999999999999999
2021-05,red,15.972521605716974
2021-05,satin,1.0
2021-05,shirt,16.31810439080326
2021-05,skirt,15.022206277439016
2021-05,slip dress,1.7999999999999998
2021-05,sneakers,2.792391689498254
2021-05,streetwear,8.4
2021-05,sweater,3.718301291319745
2021-05,trench coat,6.655272505103307
2021-05,vintage,1.845098040014257
2021-05,y2k,0.3
2021-05,yellow,5.7160033436347994
2021-06,animal print,0.3
2021-06,athleisure,25.198669368095196
2021-06,avant-garde,5.8848453616444125
2021-06,bermuda shorts,2.5989700043360187
2021-06,black,3.1367205671564067
2021-06,blouse,32.085965102564195
2021-06,blue,2.414973347970818
2021-06,bodysuit,0.3
2021-06,bohemian,2.414973347970818
2021-06,bomber jacket,13.889536629482096
2021-06,boots,2.414973347970818
2021-06,brown,8.142758522153724
2021-06,camel,2.0
2021-06,cargo pants,5.497940008672037
2021-06,casual,5.941870545476313
2021-06,coat,25.46490430276998
2021-06,cotton,2.414973347970818
2021-06,crop top,0.8999999999999999
2021-06,denim,20.23967522118984
2021-06,dress,57.815872527107636
2021-06,faux leather,3.8781512503836435
2021-06,floral,15.55818120171048
2021-06,gray,3.714973347970818
2021-06,green,4.414973347970818
2021-06,handbag,0.6
2021-06,heels,0.8999999999999999
2021-06,hoodie,1.0
2021-06,jacket,24.599892012916566
2021-06,jeans,21.93967522118984
2021-06,khaki,0.3
2021-06,lace,1.0
2021-06,lavender,4.7160033436347994
2021-06,leather,7.355272505103306
2021-06,leopard print,0.3
2021-06,linen,8.680211241711607
2021-06,magenta,2.4913616938342726
2021-06,maxi dress,20.343787244488517
2021-06,mini skirt,2.4
2021-06,minimalist,6.0
2021-06,mint,2.414973347970818
2021-06,pants,7.196910013008056
2021-06,periwinkle,2.3010299956639813
2021-06,pink,0.3
2021-06,plaid,0.6
2021-06,preppy,6.155272505103306
2021-06,quiet luxury,2.5051499783199063
2021-06,red,33.846414910483794
2021-06,sequins,0.3
2021-06,shirt,23.954782859610255
2021-06,silk,0.6
2021-06,skirt,18.691025335628296
2021-06,slip dress,4.1424226808222055
2021-06,streetwear,21.152911877534518
2021-06,sweater,2.445098040014257
2021-06,t-shirt,3.255272505103306
2021-06,trench coat,11.394316062684439
2021-06,velvet,2.414973347970818
2021-06,y2k,0.3
2021-06,yellow,2.3010299956639813
2021-07,animal print,3.0149733479708183
2021-07,athleisure,24.23310086956655
2021-07,avant-garde,5.646885190837709
2021-07,beige,7.095184589682424
2021-07,bermuda shorts,0.8999999999999999
2021-07,black,8.996161293368008
2021-07,blazer,5.784189205380961
2021-07,blouse,51.35789661046451
2021-07,blue,1.0
2021-07,bodysuit,5.784189205380961
2021-07,bohemian,1.9020599913279626
2021-07,bomber jacket,17.872285225504253
2021-07,brown,6.318063334962762
2021-07,cargo pants,3.6149733479708184
2021-07,casual,4.605995882770805
2021-07,cherry red,4.093071306376063
2021-07,coat,64.8563237449593
2021-07,coquette,2.8920946026904804
2021-07,cotton,2.361727836017593
2021-07,crop top,0.6
2021-07,denim,3.7920946026904803
2021-07,dress,70.14596624833459
2021-07,faux leather,13.379320503084987
2021-07,floral,7.713634997198556
2021-07,gray,2.255272505103306
2021-07,green,5.5370631427816175
2021-07,heels,4.04688519083771
2021-07,jacket,47.1237843701367
2021-07,jeans,0.6
2021-07,lace,0.3
2021-07,leather,13.379320503084987
2021-07,leopard print,0.3
2021-07,linen,14.801815168581438
2021-07,magenta,6.234517283512687
2021-07,maxi dress,28.685278955854614
2021-07,mini skirt,4.201029995663982
2021-07,minimalist,10.854929845184593
2021-07,mohair,1.3010299956639813
2021-07,navy,1.6020599913279625
2021-07,pants,3.6149733479708184
2021-07,pink,2.0413926851582254
2021-07,plaid,3.155272505103306
2021-07,preppy,12.594395639212884
2021-07,red,18.01069450762733
2021-07,satin,2.3010299956639813
2021-07,shirt,53.4182046684882
2021-07,silk,0.3
2021-07,skirt,20.809269960975833
2021-07,slip dress,1.9
2021-07,streetwear,10.96023839221013
2021-07,striped,6.760422483423212
2021-07,sweater,10.841479629585718
2021-07,t-shirt,9.023663918197792
2021-07,trench coat,27.797044936575745
2021-07,vintage,4.093071306376063
2021-07,white,18.118684674352266
2021-07,wool,1.3010299956639813
2021-07,yellow,1.0
2021-08,animal print,4.079181246047625
2021-08,athleisure,49.204468546496585
2021-08,avant-garde,12.11497334797082
2021-08,beige,11.879740754827413
2021-08,bermuda shorts,1.0
2021-08,black,2.4
2021-08,blouse,29.190177791429004
2021-08,blue,2.414973347970818
2021-08,bodysuit,8.779448375405225
2021-08,bohemian,16.06798706921633
2021-08,bomber jacket,14.201906704040885
2021-08,brown,9.159994838328416
2021-08,cargo pants,5.1
2021-08,casual,5.670245853074125
2021-08,coat,21.61418439750128
2021-08,crop top,4.2443922736851105
2021-08,denim,7.906718942787823
2021-08,dress,74.472177988828
2021-08,faux leather,6.181241237375588
2021-08,floral,9.903089986991944
2021-08,gray,3.6149733479708184
2021-08,green,0.3
2021-08,handbag,0.3
2021-08,heels,18.113394016088577
2021-08,jacket,29.025662157698125
2021-08,jeans,1.7781512503836436
2021-08,khaki,0.3
2021-08,lace,0.6
2021-08,leather,7.9593924877592315
2021-08,leopard print,0.3
2021-08,linen,10.281241237375587
2021-08,magenta,8.247727726963317
2021-08,maxi dress,31.218513939877887
2021-08,mini skirt,12.675353642813887
2021-08,minimalist,11.238040373274693
2021-08,pants,5.1
2021-08,pink,8.773399372427825
2021-08,plaid,1.3
2021-08,preppy,4.4
2021-08,red,9.532754378992498
2021-08,sandals,2.414973347970818
2021-08,satin,6.9599948383284165
2021-08,shirt,16.969937497965844
2021-08,skirt,36.430773105535756
2021-08,slip dress,4.198970004336019
2021-08,streetwear,22.684868657356517
2021-08,sweater,6.930480726113574
2021-08,t-shirt,3.255272505103306
2021-08,trench coat,13.51418439750128
2021-08,turquoise,2.414973347970818
2021-08,vintage,0.6
2021-08,white,13.140100364602656
2021-08,yellow,1.7781512503836436
2021-09,animal print,10.853240522668289
2021-09,athleisure,148.02278155121675
2021-09,avant-garde,44.69537040806381
2021-09,beige,9.59757037066735
2021-09,bermuda shorts,6.067415968780664
2021-09,black,109.73130773334198
2021-09,blazer,6.0
2021-09,blouse,89.16070892913534
2021-09,blue,9.5594379713414
2021-09,bodysuit,0.8999999999999999
2021-09,bohemian,8.622990431535555
2021-09,bomber jacket,41.7813859597693
2021-09,boots,1.0
2021-09,brown,24.095425424803693
2021-09,burgundy,2.8340734032211117
2021-09,cardigan,3.752525758037769
2021-09,cargo pants,15.114970317313551
2021-09,casual,20.86199044296765
2021-09,chiffon,1.0
2021-09,coat,73.20131912812332
2021-09,corduroy,1.5
2021-09,cotton,7.879874848342628
2021-09,crop top,6.19095493814749
2021-09,denim,8.000363516430497
2021-09,dress,273.86218604802417
2021-09,faux leather,50.19210843726008
2021-09,floral,11.959392487759231
2021-09,gorpcore,2.2224719895935547
2021-09,gray,8.43898048949364
2021-09,green,4.178151250383643
2021-09,grunge,2.7612359947967775
2021-09,heels,23.824338459397886
2021-09,hoodie,2.3
2021-09,jacket,81.73200102874547
2021-09,jeans,11.321472944900533
2021-09,lace,3.5
2021-09,leather,54.70494566196526
2021-09,linen,10.482873583608754
2021-09,magenta,5.256253490053927
2021-09,maxi dress,84.84433882120975
2021-09,mini skirt,64.66691972690214
2021-09,minimalist,11.351270985311077
2021-09,navy,3.0675630009207446
2021-09,pants,18.533271608633296
2021-09,pink,13.66547550614919
2021-09,plaid,3.756253490053927
2021-09,polka dot,1.2
2021-09,preppy,24.97687853948202
2021-09,red,64.73314768120574
2021-09,sandals,6.04494397918711
2021-09,satin,2.278753600952829
2021-09,shirt,41.47258427394102
2021-09,silk,25.010151791719604
2021-09,skirt,161.93330009585816
2021-09,slip dress,0.6
2021-09,sneakers,8.24494397918711
2021-09,streetwear,46.14304712692496
2021-09,striped,7.960422483423212
2021-09,sweater,31.974027349330388
2021-09,t-shirt,11.543507227836347
2021-09,tie dye,2.4
2021-09,trench coat,46.37020614679736
2021-09,turquoise,2.3010299956639813
2021-09,velvet,29.152403619431663
2021-09,white,33.78074805717506
2021-09,y2k,0.6
2021-10,animal print,6.877413634141848
2021-10,athleisure,152.4147868267518
2021-10,avant-garde,77.32452896118154
2021-10,beige,6.097968017564981
2021-10,black,77.84628848056822
2021-10,blouse,82.579906584588
2021-10,blue,4.34789914847748
2021-10,bodysuit,1.5
2021-10,bohemian,10.727520030413476
2021-10,bomber jacket,38.953250608116235
2021-10,boots,3.0
2021-10,brown,13.971081250904566
2021-10,burgundy,4.306598070713049
2021-10,cardigan,4.306598070713049
2021-10,cargo pants,10.660723972141952
2021-10,casual,28.97092231981433
2021-10,chiffon,2.0
2021-10,coat,68.71029852279327
2021-10,corduroy,3.1979680175649814
2021-10,cotton,24.0
2021-10,crop top,4.158459421738102
2021-10,denim,0.3
2021-10,dress,240.36016353532366
2021-10,faux leather,24.628416381217257
2021-10,floral,12.081241237375588
2021-10,gray,4.683707984390333
2021-10,green,18.083634844177162
2021-10,grunge,7.361235994796777
2021-10,handbag,0.8999999999999999
2021-10,heels,26.454965166744955
2021-10,hoodie,1.0
2021-10,jacket,76.46654227402313
2021-10,jeans,0.3
2021-10,lace,1.6020599913279625
2021-10,lavender,3.060697840353612
2021-10,leather,29.981921274414788
2021-10,leopard print,0.3
2021-10,linen,13.94448267215017
2021-10,magenta,12.298940431428013
2021-10,maxi dress,74.7411780302479
2021-10,mesh,1.5612359947967775
2021-10,mini skirt,32.66146658495085
2021-10,minimalist,11.604314058473948
2021-10,mint,3.8856553237545546
2021-10,navy,8.244413159705392
2021-10,pants,10.660723972141952
2021-10,pink,19.802059991327962
2021-10,plaid,4.0753536428138855
2021-10,preppy,8.101029264490615
2021-10,quiet luxury,0.6
2021-10,red,48.51720598964944
2021-10,sandals,11.905559719999827
2021-10,satin,3.060697840353612
2021-10,sequins,0.3
2021-10,shirt,10.764026607692038
2021-10,silk,27.961325447734264
2021-10,skirt,118.26396784269346
2021-10,slip dress,2.822471989593555
2021-10,sneakers,3.792391689498254
2021-10,streetwear,51.678670971448696
2021-10,suede,5.0
2021-10,sweater,14.395625715285355
2021-10,tie dye,4.9564005221940075
2021-10,trench coat,20.38873969828981
2021-10,velvet,24.688438477630775
2021-10,vintage,8.916292015609667
2021-10,white,43.284643261904925
2021-10,y2k,4.375353642813885
2021-10,yellow,7.067834065509826
2021-11,animal print,5.202059991327962
2021-11,athleisure,114.04181500323972
2021-11,avant-garde,65.66065622828458
2021-11,beige,9.368342401324625
2021-11,bermuda shorts,8.218519480514686
2021-11,black,79.31135281935362
2021-11,blouse,89.11627334078925
2021-11,blue,1.6020599913279625
2021-11,bodysuit,2.554242509439325
2021-11,bohemian,8.829864567730416
2021-11,bomber jacket,46.12356736406094
2021-11,boots,3.0
2021-11,brown,33.59658698839425
2021-11,burgundy,1.845098040014257
2021-11,cargo pants,10.423501985257536
2021-11,casual,0.3
2021-11,chiffon,1.0
2021-11,coat,90.41866245935215
2021-11,coquette,2.972545505663595
2021-11,crop top,5.500623239977198
2021-11,denim,7.070420148784396
2021-11,dress,225.31895475731386
2021-11,faux leather,26.338613768478474
2021-11,floral,6.478151250383643
2021-11,gorpcore,3.8514180174511568
2021-11,gray,12.81414338424971
2021-11,green,9.737063142781617
2021-11,grunge,4.5154785042361025
2021-11,handbag,4.823501985257536
2021-11,heels,7.942467429360108
2021-11,hoodie,8.002836034902314
2021-11,jacket,88.79152609658357
2021-11,jeans,2.8141176480171084
2021-11,khaki,1.0
2021-11,lace,1.0
2021-11,leather,27.638613768478475
2021-11,linen,5.482873583608754
2021-11,loafers,1.0
2021-11,magenta,3.4471580313422194
2021-11,maxi dress,74.44720237390524
2021-11,mini skirt,23.265054096588663
2021-11,minimalist,9.695936035129964
2021-11,navy,8.526798544683453
2021-11,olive,2.4
2021-11,pants,10.723501985257537
2021-11,periwinkle,1.7781512503836436
2021-11,pink,9.691648791699759
2021-11,plaid,10.115106415198232
2021-11,polka dot,4.081842068880394
2021-11,preppy,16.764159575330936
2021-11,red,37.0554373491835
2021-11,shirt,30.57829905273213
2021-11,silk,15.376016567353634
2021-11,skirt,62.05536852046007
2021-11,slip dress,14.604336466946341
2021-11,sneakers,5.447158031342219
2021-11,streetwear,49.70730758521426
2021-11,striped,10.160422483423211
2021-11,suede,3.8514180174511568
2021-11,sunglasses,6.277670660106965
2021-11,sweater,24.299320560635003
2021-11,t-shirt,8.451319996024438
