mes,termino,impact_score
2021-11,tie dye,6.756400522194006
2021-11,trench coat,55.8637196404269
2021-11,velvet,14.965958358798037
2021-11,vintage,7.1767144990328795
2021-11,white,27.828361858391265
2021-11,yellow,4.501029995663981
2021-12,animal print,4.301029995663981
2021-12,athleisure,72.4709855310945
2021-12,avant-garde,53.44750413414811
2021-12,bermuda shorts,4.4449439791871095
2021-12,black,106.65427460863903
2021-12,blazer,4.0
2021-12,blouse,74.97172959125552
2021-12,bodysuit,2.0771212547196622
2021-12,bohemian,8.67346404553641
2021-12,bomber jacket,11.715694988526518
2021-12,boots,1.0
2021-12,brown,15.004152638531409
2021-12,burgundy,3.122471989593555
2021-12,cardigan,4.972545505663595
2021-12,cargo pants,4.5
2021-12,casual,11.105149978319906
2021-12,chiffon,2.0
2021-12,coat,63.77431215500055
2021-12,coquette,1.0
2021-12,corset,1.0
2021-12,crop top,2.2224719895935547
2021-12,denim,6.21336950219478
2021-12,dress,215.8251561175406
2021-12,faux leather,26.83385138498194
2021-12,floral,6.722619021733635
2021-12,gorpcore,7.244537223500327
2021-12,gray,15.018539921951662
2021-12,green,5.098970004336019
2021-12,grunge,16.44409801038133
2021-12,handbag,0.8999999999999999
2021-12,heels,2.8020599913279627
2021-12,hoodie,2.5051499783199063
2021-12,jacket,27.750365223967865
2021-12,jeans,13.117372405919944
2021-12,lace,27.30102999566398
2021-12,leather,27.83385138498194
2021-12,linen,13.968214362203291
2021-12,loafers,1.2
2021-12,magenta,11.74509101132719
2021-12,maxi dress,58.70451776777127
2021-12,mesh,3.8450910113271894
2021-12,mini skirt,36.43951951528049
2021-12,minimalist,21.477616684067815
2021-12,mint,4.554852434372055
2021-12,mohair,5.0
2021-12,navy,8.557170833754169
2021-12,pants,4.8
2021-12,pink,3.6020599913279625
2021-12,plaid,1.922471989593555
2021-12,polka dot,5.767415968780664
2021-12,preppy,15.05002999944297
2021-12,red,76.93720204879936
2021-12,sandals,1.922471989593555
2021-12,satin,9.290952294771659
2021-12,shirt,16.33937167925844
2021-12,silk,28.759232221267613
2021-12,skirt,104.8858532808624
2021-12,slip dress,3.522471989593555
2021-12,sneakers,10.44715803134222
2021-12,streetwear,35.9195161322826
2021-12,striped,3.380211241711606
2021-12,sweater,12.58222170742588
2021-12,t-shirt,1.2
2021-12,tie dye,6.517636516990785
2021-12,trench coat,30.1976921986388
2021-12,turquoise,6.833606035324884
2021-12,velvet,27.60944472800252
2021-12,vintage,10.09501749525715
2021-12,white,63.37341998062935
2021-12,y2k,6.413841821876069
2021-12,yellow,10.907867589801407
2022-01,animal print,0.3
2022-01,athleisure,20.093058771594144
2022-01,avant-garde,0.3
2022-01,bermuda shorts,0.3
2022-01,black,12.954242509439325
2022-01,blazer,20.0
2022-01,blouse,1.9
2022-01,bodysuit,0.6
2022-01,bomber jacket,1.2
2022-01,cargo pants,6.395169351431755
2022-01,casual,14.577184927882467
2022-01,coat,3.7
2022-01,crop top,0.8999999999999999
2022-01,denim,0.3
2022-01,dress,19.988050188190645
2022-01,faux leather,0.8999999999999999
2022-01,heels,6.13912313410958
2022-01,hoodie,4.18098558078673
2022-01,jacket,1.5
2022-01,jeans,8.954242509439325
2022-01,lace,7.845098040014257
2022-01,leather,0.8999999999999999
2022-01,leopard print,0.3
2022-01,linen,1.7771212547196624
2022-01,maxi dress,9.294025094095323
2022-01,mesh,0.3
2022-01,mini skirt,0.6
2022-01,pants,14.668170623495493
2022-01,periwinkle,1.0
2022-01,pink,4.294025094095323
2022-01,plaid,4.3760912590556815
2022-01,preppy,4.78098558078673
2022-01,red,11.544068044350276
2022-01,sandals,1.845098040014257
2022-01,shirt,19.985606273598314
2022-01,skirt,3.0
2022-01,slip dress,0.6
2022-01,sneakers,2.0
2022-01,streetwear,9.996199347095736
2022-01,striped,0.6
2022-01,sweater,0.8999999999999999
2022-01,t-shirt,7.254242509439325
2022-01,trench coat,2.8
2022-01,white,8.0
2022-01,y2k,2.0
2022-02,animal print,0.3
2022-02,athleisure,9.4
2022-02,avant-garde,1.2
2022-02,beige,0.3
2022-02,bermuda shorts,0.3
2022-02,black,5.6344537511509305
2022-02,blazer,3.7790629351864555
2022-02,blouse,3.9853298350107673
2022-02,blue,3.7790629351864555
2022-02,bodysuit,1.5
2022-02,bomber jacket,4.979062935186455
2022-02,brown,0.6
2022-02,cardigan,3.7790629351864555
2022-02,cargo pants,0.6
2022-02,casual,5.294025094095323
2022-02,coat,9.179062935186455
2022-02,crop top,0.6
2022-02,dress,14.770659670021534
2022-02,faux leather,0.3
2022-02,gray,1.845098040014257
2022-02,hoodie,0.3
2022-02,jacket,10.558125870372912
2022-02,jeans,7.546498580795801
2022-02,lace,6.564392770197223
2022-02,leather,0.3
2022-02,leopard print,0.3
2022-02,magenta,0.3
2022-02,maxi dress,6.085329835010767
2022-02,mesh,3.7790629351864555
2022-02,mini skirt,3.6999999999999997
2022-02,minimalist,0.3
2022-02,pants,0.6
2022-02,pink,4.294025094095323
2022-02,plaid,0.8999999999999999
2022-02,preppy,2.2
2022-02,red,4.6
2022-02,sandals,3.7790629351864555
2022-02,satin,4.294025094095323
2022-02,shirt,18.116246451989504
2022-02,silk,4.079062935186456
2022-02,skirt,6.1
2022-02,slip dress,0.8999999999999999
2022-02,sneakers,3.7790629351864555
2022-02,streetwear,9.457214185570098
2022-02,suede,0.3
2022-02,sweater,1.5
2022-02,t-shirt,7.246498580795802
2022-02,trench coat,3.0
2022-02,vintage,4.294025094095323
2022-02,white,4.294025094095323
2022-02,yellow,0.6
2022-03,athleisure,6.0
2022-03,avant-garde,0.3
2022-03,black,7.0
2022-03,blouse,3.2
2022-03,bomber jacket,1.2
2022-03,cargo pants,0.8999999999999999
2022-03,coat,3.3
2022-03,crop top,0.3
2022-03,denim,0.6
2022-03,dress,11.194025094095323
2022-03,faux leather,0.8999999999999999
2022-03,floral,8.588050188190646
2022-03,jacket,1.8
2022-03,jeans,0.3
2022-03,lace,6.0
2022-03,leather,2.9
2022-03,linen,4.594025094095323
2022-03,magenta,0.3
2022-03,maxi dress,4.4
2022-03,mini skirt,2.1
2022-03,mint,4.294025094095323
2022-03,pants,0.8999999999999999
2022-03,pink,17.476100376381293
2022-03,plaid,0.3
2022-03,preppy,0.6
2022-03,red,10.0
2022-03,sandals,4.294025094095323
2022-03,shirt,2.0
2022-03,silk,1.3
2022-03,skirt,4.5
2022-03,slip dress,0.6
2022-03,streetwear,2.6999999999999997
2022-03,sunglasses,0.3
2022-03,sweater,0.6
2022-03,trench coat,1.7999999999999998
2022-03,white,9.0
2022-03,y2k,0.3
2022-04,athleisure,7.199999999999999
2022-04,avant-garde,0.3
2022-04,beige,0.6
2022-04,blouse,2.2
2022-04,blue,7.380392160057028
2022-04,bodysuit,1.845098040014257
2022-04,bohemian,5.535294120042771
2022-04,bomber jacket,1.2
2022-04,brown,1.845098040014257
2022-04,burgundy,0.3
2022-04,camouflage,5.535294120042771
2022-04,cardigan,1.845098040014257
2022-04,cargo pants,2.2
2022-04,casual,7.380392160057028
2022-04,coat,4.3
2022-04,cobalt blue,1.845098040014257
2022-04,coquette,0.3
2022-04,corduroy,0.3
2022-04,crop top,5.69267069915637
2022-04,dress,15.680392160057028
2022-04,faux leather,2.445098040014257
2022-04,floral,11.070588240085542
2022-04,gray,5.535294120042771
2022-04,green,1.845098040014257
2022-04,handbag,1.845098040014257
2022-04,hoodie,1.845098040014257
2022-04,jacket,4.245098040014257
2022-04,jeans,3.845098040014257
2022-04,leather,2.445098040014257
2022-04,linen,0.3
2022-04,loafers,2.7481880270062007
2022-04,magenta,0.3
2022-04,maxi dress,5.445098040014257
2022-04,mini skirt,4.645098040014257
2022-04,mohair,0.3
2022-04,navy,1.0
2022-04,pants,7.735294120042771
2022-04,pink,9.682866779184884
2022-04,plaid,0.3
2022-04,polka dot,4.789580712164426
2022-04,preppy,2.2
2022-04,quiet luxury,5.535294120042771
2022-04,red,0.6
2022-04,sandals,3.690196080028514
2022-04,sequins,1.845098040014257
2022-04,shirt,10.668907502301861
2022-04,silk,0.6
2022-04,silver,1.845098040014257
2022-04,skirt,10.190196080028514
2022-04,slip dress,1.2
2022-04,sneakers,4.145098040014257
2022-04,streetwear,19.71732053033581
2022-04,striped,3.690196080028514
2022-04,sunglasses,0.3
2022-04,sweater,1.6
2022-04,t-shirt,5.334453751150931
2022-04,tie dye,7.380392160057028
2022-04,trench coat,2.8
2022-04,turquoise,1.845098040014257
2022-04,vintage,3.690196080028514
2022-04,white,5.535294120042771
2022-04,y2k,3.9901960800285137
2022-04,yellow,1.845098040014257
2022-05,animal print,0.3
2022-05,athleisure,7.0
2022-05,avant-garde,2.2
2022-05,beige,0.3
2022-05,bermuda shorts,0.3
2022-05,black,6.0
2022-05,blouse,2.6413926851582255
2022-05,bodysuit,0.3
2022-05,bohemian,2.681241237375587
2022-05,bomber jacket,1.3
2022-05,brown,3.981241237375587
2022-05,cardigan,2.0413926851582254
2022-05,cargo pants,3.841392685158225
2022-05,casual,0.3
2022-05,coat,1.5
2022-05,corduroy,0.8999999999999999
2022-05,crop top,0.3
2022-05,dress,31.39114017518259
2022-05,faux leather,1.7999999999999998
2022-05,floral,4.594025094095323
2022-05,gray,0.3
2022-05,green,0.3
2022-05,handbag,0.6
2022-05,heels,1.0
2022-05,hoodie,0.3
2022-05,jacket,2.9
2022-05,lace,6.0
2022-05,leather,4.781241237375587
2022-05,maxi dress,13.095055089759304
2022-05,mini skirt,4.798970004336018
2022-05,navy,0.6
2022-05,pants,10.637272702502301
2022-05,pink,10.588050188190646
2022-05,plaid,0.6
2022-05,polka dot,1.0
2022-05,preppy,1.5
2022-05,red,11.740362689494244
2022-05,satin,2.681241237375587
2022-05,silver,1.0
2022-05,skirt,12.539332693830262
2022-05,slip dress,1.5
2022-05,streetwear,3.6999999999999997
2022-05,sweater,4.340362689494244
2022-05,trench coat,0.8999999999999999
2022-05,vintage,1.0
2022-05,white,9.0
2022-05,y2k,0.3
2022-05,yellow,2.0413926851582254
2022-06,animal print,2.0781512503836437
2022-06,athleisure,17.459484416757288
2022-06,avant-garde,0.8999999999999999
2022-06,beige,10.6
2022-06,bermuda shorts,0.8999999999999999
2022-06,black,1.3010299956639813
2022-06,blazer,4.0
2022-06,blouse,9.243610573045608
2022-06,blue,23.53529412004277
2022-06,bomber jacket,0.3
2022-06,brown,27.902059991327963
2022-06,burgundy,1.6020599913279625
2022-06,cardigan,1.845098040014257
2022-06,cargo pants,5.22221929473392
2022-06,casual,1.4771212547196624
2022-06,coat,1.5
2022-06,corset,1.3010299956639813
2022-06,cotton,8.3
2022-06,crop top,0.3
2022-06,denim,2.1450980400142567
2022-06,dress,71.53296486405836
2022-06,faux leather,1.5
2022-06,green,12.0
2022-06,handbag,1.6
2022-06,heels,1.3
2022-06,jacket,0.6
2022-06,jeans,33.84509804001426
2022-06,lace,41.6232492903979
2022-06,leather,3.4020599913279623
2022-06,linen,2.0771212547196622
2022-06,magenta,0.3
2022-06,maxi dress,26.568754377733118
2022-06,mini skirt,8.595055089759304
2022-06,minimalist,14.776091259055681
2022-06,navy,1.0
2022-06,pants,10.322589839851483
2022-06,pink,4.594025094095323
2022-06,plaid,3.555272505103306
2022-06,polka dot,1.0
2022-06,preppy,1.9
2022-06,red,77.77815125038364
2022-06,sandals,0.3
2022-06,satin,1.7781512503836436
2022-06,sequins,1.0
2022-06,shirt,7.510545010206612
2022-06,silk,0.3
2022-06,skirt,20.378356318462856
2022-06,slip dress,19.173699287973815
2022-06,sneakers,1.0
2022-06,streetwear,29.37609125905568
2022-06,sweater,2.3010299956639813
2022-06,t-shirt,5.732393759822969
2022-06,trench coat,1.2
2022-06,vintage,110.0
2022-06,white,26.594025094095322
2022-06,y2k,2.1760912590556813
2022-06,yellow,1.7781512503836436
2022-07,animal print,2.341392685158225
2022-07,athleisure,24.872445659009323
2022-07,avant-garde,32.43374010165448
2022-07,beige,0.3
2022-07,bermuda shorts,2.3
2022-07,blazer,0.3
2022-07,blouse,15.797159505819641
2022-07,blue,7.576686805200996
2022-07,bodysuit,2.9
2022-07,bomber jacket,1.5
2022-07,brown,1.845098040014257
2022-07,burgundy,2.0413926851582254
2022-07,cardigan,6.882125919770032
2022-07,cargo pants,3.045098040014257
2022-07,casual,4.294025094095323
2022-07,cherry red,2.0413926851582254
2022-07,coat,11.424178055474677
2022-07,cobalt blue,2.0413926851582254
2022-07,coquette,18.331141481265803
2022-07,crop top,2.341392685158225
2022-07,dress,62.85349726961277
2022-07,faux leather,4.982785370316451
2022-07,floral,8.335417779253548
2022-07,gray,2.0413926851582254
2022-07,green,4.082785370316451
2022-07,grunge,2.0413926851582254
2022-07,handbag,6.724178055474676
2022-07,heels,8.180515819267805
2022-07,jacket,2.1
2022-07,jeans,0.3
2022-07,lace,11.659472175517447
2022-07,leather,4.982785370316451
2022-07,linen,2.341392685158225
2022-07,magenta,7.124178055474676
2022-07,maxi dress,19.245098040014256
2022-07,mesh,6.124178055474676
2022-07,mini skirt,6.927883410330708
2022-07,mint,2.0413926851582254
2022-07,navy,2.341392685158225
2022-07,pants,4.890196080028514
2022-07,pink,15.923467967444195
2022-07,plaid,1.3
2022-07,polka dot,2.0413926851582254
2022-07,preppy,6.041392685158225
2022-07,red,8.569276095488933
2022-07,sandals,1.845098040014257
2022-07,sequins,4.041392685158225
2022-07,shirt,3.5563025007672873
2022-07,silk,0.6
2022-07,silver,2.0413926851582254
2022-07,skirt,21.755766820661414
2022-07,slip dress,13.982785370316451
2022-07,streetwear,10.81517913013942
2022-07,suede,0.3
2022-07,sunglasses,2.0413926851582254
2022-07,sweater,2.341392685158225
2022-07,t-shirt,1.7781512503836436
2022-07,trench coat,8.18278537031645
2022-07,turquoise,2.0413926851582254
2022-07,vintage,14.50098851988645
2022-07,white,8.376810464411774
2022-07,y2k,2.6413926851582255
2022-07,yellow,6.082785370316451
2022-08,athleisure,12.586490725172482
2022-08,avant-garde,3.978151250383644
2022-08,bermuda shorts,0.6
2022-08,black,0.3
2022-08,blouse,10.980515819267804
2022-08,blue,5.535294120042771
2022-08,bodysuit,0.6
2022-08,bomber jacket,1.2
2022-08,brown,1.7781512503836436
2022-08,burgundy,0.3
2022-08,cardigan,4.186490725172482
2022-08,cargo pants,3.2771212547196624
2022-08,casual,3.2542425094393246
2022-08,chiffon,2.5563025007672873
2022-08,coat,2.4
2022-08,corduroy,0.3
2022-08,cotton,0.6
2022-08,crop top,0.8999999999999999
2022-08,dress,24.188050188190644
2022-08,faux leather,0.3
2022-08,floral,2.5563025007672873
2022-08,gray,1.7781512503836436
2022-08,hoodie,1.7781512503836436
2022-08,jacket,2.8
2022-08,jeans,1.845098040014257
2022-08,lace,2.445098040014257
2022-08,leather,0.3
2022-08,linen,3.2542425094393246
2022-08,magenta,1.0
2022-08,maxi dress,12.394025094095323
2022-08,mesh,1.7781512503836436
2022-08,mini skirt,5.494025094095323
2022-08,minimalist,1.3
2022-08,navy,0.3
2022-08,pants,6.231363764158987
2022-08,periwinkle,2.5563025007672873
2022-08,pink,5.294025094095323
2022-08,plaid,1.4771212547196624
2022-08,polka dot,2.5563025007672873
2022-08,preppy,1.2
2022-08,red,4.597695185925513
2022-08,shirt,3.856302500767287
2022-08,skirt,12.648267603534649
2022-08,slip dress,2.2
2022-08,streetwear,4.578151250383644
2022-08,sweater,6.2278834103307075
2022-08,t-shirt,1.7781512503836436
2022-08,trench coat,1.2
2022-08,yellow,2.0413926851582254
2022-09,animal print,10.03663032852213
2022-09,athleisure,109.14791319624732
2022-09,avant-garde,58.70133919621001
2022-09,beige,6.804295023688949
2022-09,bermuda shorts,1.3010299956639813
2022-09,black,15.456976310736948
2022-09,blouse,121.02348445658072
2022-09,blue,6.577895817530089
2022-09,bodysuit,1.5
2022-09,bohemian,25.894905050159025
2022-09,bomber jacket,44.303758571044014
2022-09,brown,38.60706452975697
2022-09,burgundy,22.95319994092559
2022-09,camel,5.593038573604643
2022-09,cargo pants,5.601029995663982
2022-09,casual,27.199635077079886
2022-09,cherry red,5.517234223110615
2022-09,coat,97.5492072038224
2022-09,coquette,2.7612359947967775
2022-09,corduroy,0.3
2022-09,corset,2.6020599913279625
2022-09,cotton,10.17093439113473
2022-09,crop top,2.5010299956639814
2022-09,denim,4.8
2022-09,dress,141.9620314632053
2022-09,faux leather,44.23402499894289
2022-09,floral,26.320353694251487
2022-09,gray,8.09782563240744
2022-09,green,4.222216727853465
2022-09,grunge,5.078872511787562
2022-09,handbag,21.914996417341367
2022-09,heels,24.120780603674348
2022-09,hoodie,3.4
2022-09,jacket,92.13293171097482
2022-09,jeans,5.490656353671036
2022-09,khaki,1.2
2022-09,lace,18.903935165175273
2022-09,lavender,5.177161945631127
2022-09,leather,57.80727518372015
2022-09,leopard print,2.7612359947967775
2022-09,linen,24.614637690976064
2022-09,loafers,3.1030899869919435
2022-09,magenta,7.691610454203248
2022-09,maxi dress,57.35198816100349
2022-09,mesh,7.479422365044946
2022-09,mini skirt,18.2495405622528
2022-09,minimalist,25.927174691160896
2022-09,mint,6.694025094095323
2022-09,navy,4.934504321143394
2022-09,pants,7.379181246047624
2022-09,periwinkle,3.7314789170422555
2022-09,pink,19.943264444907776
2022-09,plaid,4.8781512503836435
2022-09,preppy,4.077528010406445
2022-09,quiet luxury,1.2
2022-09,red,69.68587767956745
2022-09,sandals,19.18463300813328
2022-09,satin,17.37238572855634
2022-09,shirt,12.06066155470655
2022-09,silk,3.3
2022-09,skirt,55.06932706679223
2022-09,slip dress,0.8999999999999999
2022-09,streetwear,55.4931474652826
2022-09,suede,0.3
2022-09,sunglasses,4.077528010406445
2022-09,sweater,2.9020599913279623
2022-09,t-shirt,2.4771212547196626
2022-09,tie dye,1.2
2022-09,trench coat,53.04286941962188
2022-09,turquoise,1.2
2022-09,velvet,3.760246690044261
2022-09,vintage,22.071784111804185
2022-09,white,26.44871528980441
2022-09,wool,4.393038573604643
2022-09,y2k,6.0
2022-09,yellow,5.409515014542631
2022-10,animal print,18.892149672791636
2022-10,athleisure,118.38312212672179
2022-10,avant-garde,44.913575768098134
2022-10,beige,8.0
2022-10,bermuda shorts,0.3
2022-10,black,28.389061145298218
2022-10,blazer,0.6
2022-10,blouse,97.68029036386923
2022-10,blue,6.898755433507394
2022-10,bodysuit,5.25894875062167
2022-10,bohemian,8.558948750621669
2022-10,bomber jacket,18.040205007534208
2022-10,brown,43.32027655302668
2022-10,burgundy,13.230254096954233
2022-10,cargo pants,4.178151250383643
2022-10,casual,12.088491297302525
2022-10,coat,113.73572510958611
2022-10,coquette,4.3589487506216695
2022-10,corduroy,5.983638684242524
2022-10,corset,0.6
2022-10,crop top,0.3
2022-10,denim,5.149671222189871
2022-10,dress,168.63326581673982
2022-10,faux leather,32.93219855209802
2022-10,floral,24.78509890932278
2022-10,gray,3.701029995663981
2022-10,green,7.59123890273677
2022-10,grunge,2.4
2022-10,handbag,20.714190758976166
2022-10,heels,32.61595284484146
2022-10,hoodie,4.501029995663981
2022-10,jacket,46.18770151189619
2022-10,jeans,5.998755433507394
2022-10,lace,34.52313356568225
2022-10,leather,32.93219855209802
2022-10,linen,52.38134880784385
2022-10,magenta,1.2
2022-10,maxi dress,62.24104881862024
2022-10,mini skirt,8.621482684841038
2022-10,minimalist,29.486491127132865
2022-10,mint,5.593038573604643
2022-10,navy,9.18941178717843
2022-10,pants,5.3781512503836435
2022-10,pink,8.0552610888921
2022-10,polka dot,2.5314789170422554
2022-10,preppy,9.348426655697263
2022-10,quiet luxury,34.871590004973356
2022-10,red,51.721637099812334
2022-10,sandals,8.19921854758853
2022-10,satin,26.984132787105267
2022-10,shirt,16.459622133129976
2022-10,silk,11.481746166491618
2022-10,skirt,29.24705498018068
2022-10,slip dress,5.25894875062167
2022-10,streetwear,25.20204968663224
2022-10,striped,1.2
2022-10,suede,2.8010299956639813
2022-10,sweater,20.40567156457012
2022-10,t-shirt,5.352839027911279
2022-10,tie dye,5.931478917042256
2022-10,trench coat,59.2071811396501
2022-10,turquoise,2.7612359947967775
2022-10,velvet,7.600815424835356
2022-10,vintage,25.951805181820795
2022-10,white,24.599648173106452
2022-10,y2k,5.077121254719662
2022-10,yellow,9.754226154601449
2022-11,animal print,5.408600171761917
2022-11,athleisure,105.10191461738629
2022-11,avant-garde,74.43364274672984
2022-11,beige,9.786663153680703
2022-11,black,19.747731984088784
2022-11,blazer,0.3
2022-11,blouse,95.64347515206988
2022-11,blue,5.577895817530089
2022-11,bodysuit,5.1
2022-11,bohemian,11.642440587900037
2022-11,bomber jacket,23.946322335238822
2022-11,brown,13.907495714126133
2022-11,burgundy,9.008600171761918
2022-11,cardigan,3.0086001717619175
2022-11,cargo pants,2.2
2022-11,casual,9.44789914847748
2022-11,cherry red,2.4
2022-11,coat,46.48084244542085
2022-11,coquette,9.986663153680702
2022-11,corset,1.0
2022-11,denim,0.6
2022-11,dress,198.38188287980347
2022-11,faux leather,18.738274767699966
2022-11,floral,18.8109859437103
2022-11,gray,2.5
2022-11,green,14.625392843240864
2022-11,grunge,1.9542425094393248
2022-11,handbag,15.217636516990785
2022-11,heels,33.437077441925716
2022-11,hoodie,4.393038573604643
2022-11,jacket,60.400623515724156
2022-11,jeans,0.3
2022-11,lace,17.70913514327426
2022-11,lavender,4.34789914847748
2022-11,leather,27.37564271246389
2022-11,leopard print,4.208600171761917
2022-11,linen,32.89909809069934
2022-11,loafers,2.4
2022-11,magenta,7.466009996484923
2022-11,maxi dress,88.80946893164808
2022-11,mesh,1.2
2022-11,mini skirt,11.398140138124575
2022-11,minimalist,18.684488786088146
2022-11,mint,3.5999999999999996
2022-11,navy,13.381330224808277
2022-11,pants,3.4
2022-11,periwinkle,2.5314789170422554
2022-11,pink,5.890656353671036
2022-11,plaid,1.2
2022-11,polka dot,6.131478917042255
2022-11,preppy,7.952839027911279
2022-11,quiet luxury,11.186663153680703
2022-11,red,42.591160631355905
2022-11,sandals,17.244117033449097
2022-11,satin,9.780686697202798
2022-11,shirt,3.5999999999999996
2022-11,silk,32.622868559507715
2022-11,skirt,40.68044381621324
2022-11,slip dress,0.6
2022-11,sneakers,4.577895817530089
2022-11,streetwear,29.90451422987188
2022-11,sweater,20.153214427237135
2022-11,tie dye,2.4496712221898704
2022-11,trench coat,14.364902672529205
2022-11,turquoise,2.7612359947967775
2022-11,velvet,10.957471208769453
2022-11,vintage,16.88819807846071
2022-11,white,16.35283902791128
2022-11,y2k,5.708600171761917
2022-11,yellow,12.50454085387442
2022-12,animal print,4.7612359947967775
2022-12,athleisure,88.02933616359482
2022-12,avant-garde,75.67806921789827
2022-12,beige,8.327542894748037
2022-12,bermuda shorts,0.6
2022-12,black,11.904774001688144
2022-12,blouse,103.95389373946783
2022-12,blue,1.0
2022-12,bodysuit,0.6
2022-12,bohemian,6.0
2022-12,bomber jacket,50.430108125786965
2022-12,brown,22.44316340858306
2022-12,burgundy,5.161235994796778
2022-12,cargo pants,8.55283902791128
2022-12,casual,13.203686592422315
2022-12,chiffon,2.5314789170422554
2022-12,coat,113.86778516309381
2022-12,coquette,0.3
2022-12,corduroy,2.4771212547196626
2022-12,cotton,1.2
2022-12,crop top,0.6
2022-12,denim,0.3
2022-12,dress,172.3811191898578
2022-12,faux leather,24.795639274461507
2022-12,floral,17.961730965148146
2022-12,gray,2.2
2022-12,green,6.690656353671036
2022-12,grunge,2.4
2022-12,handbag,4.393038573604643
2022-12,heels,27.420743722972624
2022-12,hoodie,2.6
2022-12,jacket,92.11453804500508
2022-12,jeans,1.5
2022-12,khaki,0.3
2022-12,lace,26.93111569466735
2022-12,leather,29.787325623796526
2022-12,linen,13.20506164173911
2022-12,loafers,2.4
2022-12,magenta,6.1367320227682045
2022-12,maxi dress,77.31121446943422
2022-12,mini skirt,10.922607043724526
2022-12,minimalist,9.505836496201491
2022-12,mint,1.2
2022-12,navy,4.140298929983233
2022-12,olive,26.358231441627858
2022-12,pants,8.55283902791128
2022-12,periwinkle,3.631363764158987
2022-12,pink,1.5
2022-12,plaid,1.5612359947967775
2022-12,polka dot,9.958867293481497
2022-12,preppy,8.010622029812916
2022-12,red,60.15046146116837
2022-12,sandals,4.881241237375587
2022-12,satin,2.4
2022-12,shirt,12.458595581095125
2022-12,silk,24.590344746407233
2022-12,silver,1.7781512503836436
2022-12,skirt,31.689961541590563
2022-12,slip dress,3.289634032601127
2022-12,sneakers,2.0
2022-12,streetwear,19.156596241093407
2022-12,suede,27.558231441627857
2022-12,sweater,17.063426663426945
2022-12,t-shirt,5.629297790547563
2022-12,trench coat,52.60839734616172
2022-12,velvet,24.41596514411667
2022-12,vintage,9.635747364998226
2022-12,white,12.649535552619337
2022-12,wool,4.399593244313218
2022-12,y2k,2.3450910113271894
2022-12,yellow,6.797825632407441
2023-01,athleisure,14.030704313612567
2023-01,avant-garde,1.9542425094393248
2023-01,black,1.4771212547196624
2023-01,blouse,0.8999999999999999
2023-01,bodysuit,1.3
2023-01,bohemian,0.3
2023-01,bomber jacket,2.898970004336019
2023-01,brown,1.4771212547196624
2023-01,cargo pants,3.4542425094393248
2023-01,casual,1.9
2023-01,coat,4.098970004336019
2023-01,denim,0.8999999999999999
2023-01,dress,7.456302500767287
2023-01,faux leather,2.445098040014257
2023-01,gray,0.6
2023-01,grunge,0.6
2023-01,heels,1.4771212547196624
2023-01,jacket,3.1989700043360187
2023-01,jeans,0.8999999999999999
2023-01,lace,1.0
2023-01,leather,3.9222192947339196
2023-01,loafers,1.4771212547196624
2023-01,maxi dress,4.478151250383643
2023-01,mini skirt,3.1542425094393245
2023-01,minimalist,0.8999999999999999
2023-01,pants,3.4542425094393248
2023-01,pink,1.0
2023-01,plaid,0.3
2023-01,preppy,5.853212513775344
2023-01,red,5.0
2023-01,sandals,2.4771212547196626
2023-01,satin,1.0
2023-01,shirt,4.0
2023-01,silk,0.6
2023-01,silver,1.0
2023-01,skirt,7.208485018878649
2023-01,slip dress,0.6
2023-01,streetwear,22.50360630701959
2023-01,striped,1.0
2023-01,sweater,0.3
2023-01,t-shirt,2.0
2023-01,trench coat,1.2
2023-01,vintage,2.1450980400142567
2023-01,white,3.3222192947339195
2023-02,animal print,1.0
2023-02,athleisure,8.1
2023-02,blouse,2.2
2023-02,bodysuit,0.3
2023-02,bomber jacket,3.3
2023-02,cargo pants,0.8999999999999999
2023-02,casual,0.3
2023-02,coat,9.591226075692495
2023-02,crop top,0.6
2023-02,denim,0.3
2023-02,dress,18.604119982655924
2023-02,faux leather,0.6
2023-02,floral,1.0
2023-02,green,8.0
2023-02,handbag,0.3
2023-02,heels,1.9989700043360188
2023-02,jacket,11.249218022670181
2023-02,jeans,1.9989700043360188
2023-02,lace,6.6020599913279625
2023-02,leather,0.6
2023-02,linen,1.3
2023-02,maxi dress,5.0
2023-02,mini skirt,0.6
2023-02,minimalist,1.3010299956639813
2023-02,pants,0.8999999999999999
2023-02,pink,1.3010299956639813
2023-02,plaid,0.3
2023-02,preppy,1.9989700043360188
2023-02,red,2.3010299956639813
2023-02,sandals,4.6020599913279625
2023-02,satin,4.6020599913279625
2023-02,shirt,4.0
2023-02,skirt,2.1
2023-02,slip dress,2.201029995663981
2023-02,streetwear,11.832204133050826
2023-02,sweater,0.3
2023-02,t-shirt,2.0
2023-02,trench coat,4.645098040014257
2023-02,vintage,1.6010299956639813
2023-02,white,2.2030899869919436
2023-02,y2k,0.8999999999999999
2023-02,yellow,1.0
2023-03,animal print,1.845098040014257
2023-03,athleisure,12.45836249209525
2023-03,avant-garde,1.5
2023-03,beige,4.0
2023-03,bermuda shorts,0.6
2023-03,black,0.3
2023-03,blouse,2.6999999999999997
2023-03,bodysuit,1.9010299956639813
2023-03,bomber jacket,1.9
2023-03,camel,4.0
2023-03,cargo pants,0.8999999999999999
